sku;departamento;seccion;familia
SL939DVEA16POC;1;3;1
SR009NVEA41O;1;3;5
SR151OVT5PMC;1;3;5
SR142QVEA241OC;1;3;5
SR142QVEA26ROC;1;3;5
SR143QCARS6ROC;1;3;5
SR149FCA116ROC;1;3;5
SR149FCA117DOC;1;3;5
BFE686NTFA41JN;1;4;1
BFE686NTFA01JB;1;4;1
BFE686NTFA6RJC;1;4;1
BFE686NAY01OC;1;4;1
BFE686NAY41OC;1;4;1
BFE632NFRG7DJA;1;4;1
BFE501VNAPABJA;1;4;1
BFE501VNAP6RJC;1;4;1
P8F029NTFA6RJC;1;4;4
P8E663PTNT41OC;1;4;1
P8E663PTNT6POC;1;4;1
P8E906PTNT01OC;1;4;4
P8E906PTNT41OC;1;4;4
P8E906PTNT6ROC;1;4;4
P8E783PTNT6ROC;1;4;4
P8E783PTNT7DOC;1;4;4
BFD705NFQP01OC;1;4;1
BFD703VFQG01OC;1;4;1
BFD703VFQG41OC;1;4;1
BFD703VFQG7DOC;1;4;1
BFE742VFQG6ROC;1;4;1
BFD668NAR441O*;1;4;6
BFD668NAR46RO;1;4;6
BFD668NAR47DO;1;4;6
BFE770NRBF6ROC;1;4;1
BSE432VVRN41OC;1;4;4
BSE995CMNL6ROC;1;4;4
BSE995CMNL7DOC;1;4;4
CDD442VT201OC;1;2;1
CDD442VT241OC;1;2;1
G1F009JMT00OC;1;5;5
G1F026JMT00OC;1;5;5
G2F025JMR01OC;1;5;4
G2F025JMR41OC;1;5;4
G2F025JMR6ROC;1;5;4
G2F016JMX0OC;1;5;4
G2F017JMX0OC;1;5;4
G5F028JMX6ROC;1;5;7
G5F028JMX7DOC;1;5;7
G0F021JMX6ROC;1;5;1
G0F021JMX7DOC;1;5;1
G1F022JMX6ROC;1;5;5
G1F022JMX7DOC;1;5;5
G1E978JMT00O;1;5;5
G0E981JMT00O;1;5;1
G1E982JMT00O;1;5;5
G0E984JMXCO0;1;5;1
G2E985JMXCO0;1;5;4
G6E990JMT00O;1;5;2
G2D748JMX01O*;1;5;4
U1001C000592048;1;1;10
U1001C000592242;1;1;10
U1001C000592472;1;1;10
U1004C000592024;1;1;10
U1004C000592048;1;1;10
715902061603001;1;1;6
718892061603004;1;1;6
717272164991001;1;1;2
717272164991247;1;1;2
717312165002048;1;1;2
717662164991008;1;1;2
716572061602024;1;1;4
716582061602024;1;1;7
718782061603066;1;1;6
716792061602276;1;1;6
714152061602011;1;1;6
716792164877247;1;1;6
716052164204017;1;1;3
716492166217247;1;1;7
715502163671247;1;1;2
718242061601001;1;1;15
715012061601247;1;1;4
716142061601247;1;1;5
716932164917471;1;1;2
717532164877203;1;1;6
716102164827008;1;1;7
WJP501CRINKMILI;1;1;14
WCOT509GOLD;1;1;4
WCOT509ARMY;1;1;4
WJK172SLBLACK;1;1;8
WJK505BLACKWHIT;1;1;4
WKN209BLACK;1;1;3
WKN209WHITE;1;1;3
WKN203BLACK;1;1;3
WKN203WHITE;1;1;3
WFJ203BLACK;1;1;2
WFJ203MILITARY;1;1;2
WHC1BSBLACK;1;1;5
WHC1BSWHITE;1;1;5
WHC1BSPETROL;1;1;5
WSK500BLACK;1;1;7
WSK500WHITE;1;1;7
WD511SILKWHITE;1;1;6
WD511WHITE;1;1;6
WKN208DYGREY;1;1;3
WKN208DYBLACK;1;1;3
WFJ500BLACK;1;1;6
7941535P2010055;1;2;6
7971975P5030025;1;2;2
AFRICA04 ZERD;4;3;1
AFRICA04 HVTQ;4;3;1
AFRICA05 HVGR;4;3;1
AFRICA05 BKBL;4;3;1
GDX6900GD9ER;4;2;2
GA100GD9AER;4;2;2
GA300GD9AER;4;2;2
DW6900GD9ER;4;2;2
GA200GD9AER;4;2;2
GA110GD9AER;4;2;2
GA4002AER;4;2;2
GA4004AER;4;2;2
751380101555;1;4;1
750880100606;1;4;1
750780010209;1;4;1
748980010555;1;4;1
752680020555;1;4;1
751480024555;1;4;1
743880030606;1;4;1
748580020222;1;4;1
748580020027;1;4;1
742980020209;1;4;9
749380011027;1;4;9
749380011001;1;4;9
750380023555;1;4;1
840480030606;1;4;4
912784010606;1;5;4
913084010606;1;5;4
914083010209;1;5;4
914083010027;1;5;4
330204691555;1;2;3
330204691002;1;2;3
360104700209;1;2;2
360304701555;1;2;2
360204701606;1;2;2
060104300606;1;1;9
050504241555;1;1;4
011504241555;1;1;7
050204361027;1;1;4
044504491555;1;1;6
045504491002;1;1;6
170204491555;1;1;4
030704491555;1;1;5
050904241209;1;1;4
050304361208;1;1;4
041904641208;1;1;6
010304631208;1;1;7
020704641208;1;1;2
420604791555;1;1;11
420504761208;1;1;11
030704651222;1;1;5
030604651222;1;1;5
170204651222;1;1;4
070404401555;1;1;2
070404401002;1;1;2
070804401002;1;1;2
760180630555;2;4;5
760180630061;2;4;5
920180630555;2;2;2
920180630061;2;2;2
800480630555;2;2;1
7972005P5170095;1;2;2
7971965P5020495;1;2;2
61N0005P0000020;1;5;5
61P0025P3020005;1;5;5
61R0085P6080005;1;5;5
61R0085P6080105;1;5;5
61N5045P0540005;1;4;4
61R5035P6530105;1;4;4
61R5075P6570505;1;4;4
61E2005P9600105;1;5;1
61E2005P9600495;1;5;1
61R0105P6120505;1;5;5
61P6035P3630004;1;5;4
61R6025P6620505;1;5;4
61R4005P6400005;1;5;2
Y1D034YC54A8000;1;4;1
Y1E041YN42A8983;1;4;1
Y1C012YN31A8981;1;4;7
Y1C013YF52A8888;1;4;8
Y1A073YN31A8981;1;4;1
Y1C007YF33A8807;1;4;7
Y1A075YN36A8815;1;4;1
Y1A075YN36A8982;1;4;1
Y1A074YN36A8815;1;4;1
RAL04TRA606014;1;1;9
RAC05TRA18C108;1;1;2
RAG19TRA607014;1;1;4
RAP05WRA607014;1;1;5
RAG08WRA607014;1;1;4
RAB08PRAP14603;1;1;4
RAC32TRA61C026;1;1;2
RAN30TRA843010;1;1;7
RAB02PRAP04106;1;1;4
RAN22TRA720026;1;1;7
RAG08JRABVJ463;1;1;4
RAM04MRA36M602;1;1;3
RAN25T32T011122;1;1;7
RAN23TRA719021;1;1;7
RAN23TRA949016;1;1;7
RAM04MRA36M122;1;1;3
RAG16MRA10M609;1;1;3
RAG26MRA73M010;1;1;4
RAM94MRA62M104;1;1;3
RAH12MRA77M480;1;1;2
NU5GREY;2;3;5
NU5BLUE;2;3;5
NU3MILITARY;2;3;1
NU3BROWN;2;3;1
NU3BLUE;2;3;1
IFU40SEIB112110;2;2;8
ICR39SEIB107710;2;2;9
ICRB5SEIB11166;2;2;9
IGA39SEIB112110;2;2;9
ICRB5SEIB11165;2;2;9
ICRB5SEIB10921;2;2;9
ICR62SEIB11111;2;2;9
ICR62SEIB11091;2;2;9
ICRB5SEIB09901;2;2;9
ICRB5SEIB09902;2;2;9
ICRB5SEIB10891;2;2;9
ICRB5SEIB10821;2;2;9
ICRB5SEIB09861;2;2;9
ICRB5SEIB09915;2;2;9
ICRB5SEIB09362;2;2;9
ICRB5SEIB10273;2;2;9
ICRB5SEIB09895;2;2;9
5E9RD29CM174C50;1;1;6
5E9RD36CM174C00;1;1;6
5E9RD36CM174C32;1;1;6
5E9RD53CM172C19;1;1;6
5E9RD25CM172C19;1;1;6
5E9RD47CM178C00;1;1;6
5E9RD46CM178C30;1;1;6
5E9RD44CM178C30;1;1;6
5E9RD16CM169C00;1;1;6
1322313178240;1;1;4
1320633982240;1;1;5
13394711YL131;1;1;2
1319072821204;1;1;16
139042254C246;1;1;7
1390314713550;1;1;8
1310534866570;1;1;14
13394435YD080;1;1;7
13394711YL014;1;1;2
1310713573369;1;1;4
13650723UA053;1;1;2
139053452C001;1;1;5
1341446565066;1;1;6
1390313811095;1;1;8
13298932ZE389;1;1;3
13298933ZF244;1;1;3
C04003001020551;2;1;6
10101BLAC;1;4;4
10101GREEN;1;4;4
10129GREY;1;4;4
12101GREY;1;4;9
12101BLAC;1;4;9
10136BLAC;1;4;4
12340GREEN;1;4;4
10140BLACK;1;4;4
10140GREEN;1;4;4
12339BLACKGREEN;1;4;1
13139BLACK;1;4;9
13139GREENBLACK;1;4;9
12901GREEN;1;4;9
12901BLACK;1;4;9
13001BLACK;1;4;1
31301BLAC;1;2;8
31301GREEN;1;2;8
12701BLAC;1;4;1
12701GREEN;1;4;1
RO15S5890LBM91;1;3;1
RO15S5890LM11;1;3;1
RO15S5890N18;1;3;1
RO15S5891LM11;1;3;1
RP15S5894LPO911;1;3;1
RP15S5894LZP128;1;3;1
RP15S5710LR09;1;1;4
RP15S5708LNB09;1;1;4
RP15S5923LAR09;1;1;8
RP15S5719GLRLBP;1;1;4
RP15S5901GLB09;1;1;3
RP15S5322LS09;1;1;5
RP15S5645BM09;1;1;3
RO15S5773LGWSTE;1;1;4
RO15S5351TE09;1;1;5
RO15S5767TUSME9;1;1;4
RO15S5767WPHU90;1;1;4
PT1127WHITE;2;1;2
PT1128WHITE;2;1;2
PT1126WHITE;2;1;2
PT1140WHITE;2;1;2
PT1146WHITE;2;1;2
PT1141WHITE;2;1;2
PT1139BLACK;2;1;3
PT1133GREY;2;1;3
PT1138GREY;2;1;3
PT1145WHITE;2;1;2
PT1131GREY;2;1;3
PT2129WHITE;1;1;2
PT2134GREY;1;1;3
PT2126BLACK;1;1;2
PT2137BLACK;1;1;3
PT2128WHITE;1;1;2
PT2133GREY;1;1;3
PT2127WHITE;1;1;2
PT2131BLACK;1;1;3
PT2130WHITE;1;1;2
VE2150Q 100287;4;3;2
VE2150Q 13418;4;3;2
55359RM0R82501;2;1;2
55354RM0N84401;2;1;2
55335RMM084101;2;1;2
55357RM0N84603;2;1;3
55302R70U66602;2;1;1
55354RM0N84202;2;1;2
55256R1NJ75031;2;1;5
55256R6SJ44331;2;1;6
X1E427XE713C714;1;3;5
X1E312XC0740012;1;3;4
X1D161XE510C982;1;3;5
X1N056XE727D162;1;3;5
X1C116XB297D090;1;3;1
X1C116XB297B025;1;3;1
X1C113XE711D099;1;3;1
X1C114XE707A502;1;3;1
TVB1;4;1;6
TVB2;4;1;6
NSS152004AQUA;1;5;5
NSS152004MULTI;1;5;5
NSS152015MULTI;1;5;5
NSS152002AQUA;1;5;5
NSS152002PINK;1;5;5
BSS152001AQUA;1;5;1
BSS152001YELLOW;1;5;1
BSS151011PURPLE;1;5;1
BSS151002ROSE;1;5;1
BTSS152001PINK;1;4;1
BTSS152002GOLD;1;4;1
NSS152009GREEN;1;5;5
NSS152017YELLOW;1;5;5
BOSS152001AQUA;1;5;4
BOSS152001PINK;1;5;4
BOSS152001YELLO;1;5;4
BOSS152002BANAN;1;5;4
MSS152002PINK;1;3;5
237;4;1;6
236-;4;1;6
SGV927 5909AJ;4;3;1
SGV927 59ARTX;4;3;1
SGV927 59Z42X;4;3;1
SGVA50 M59579G;4;3;1
SGVA50 M59A39X;4;3;1
SGVA51 630300;4;3;1
SGVA53 580579;4;3;2
MO780S05YELLOW;4;3;1
MO771S03BLACK;4;3;1
MO796S02PINK;4;3;1
00051500133701;2;1;10
45461CRCBLACK;2;4;2
55901CRCBLACK;2;4;2
45501CRCBLACK;2;4;7
SATURNMD20GREY;4;3;1
MALLORYMM2BLACK;4;3;1
ANSELMEMM3BLUE;4;3;1
DD02A7OFFWHITE;4;3;1
MMESSE006E5PINK;4;3;1
MMESSE008E5PINK;4;3;1
MMESSE001E5PINK;4;3;1
FRANZF64MATTGRE;4;3;1
DD12A1SHINYSILV;4;3;2
MMESSE006E2GOLD;4;3;2
MMESSE007E2GOLD;4;3;2
PALMANGELS;4;3;1
HD505MILITARY;2;1;6
10050000119737;2;1;10
RSG02WRS911111;2;1;6
RSC3FTRS09C036;2;1;1
GBA4002AER;4;2;2
SK18BLACK;1;1;7
SK17BLACK;1;1;7
TR22BLACK;1;1;5
TR23BLACK;1;1;5
TP36BLUEWHITE;1;1;2
TP28BLACK;1;1;2
DR24BLACK;1;1;6
DR25BLACK;1;1;6
JK27BLACK;1;1;4
PA10012G0KQ12BL;1;3;8
PA10012GOKQ14CO;1;3;8
S07416MULTI;1;1;6
S07419MULTI;1;1;4
S07423MULTI;1;1;2
S07426MULTI;1;1;6
S07430MULTI;1;1;6
S07434MULTI;1;1;6
AA1336MULTI;1;1;4
AA6387MULTI;1;1;5
AF5338WHITE;1;3;5
AF5275BLACK;1;3;1
B85640SEAGLA;1;1;2
DAX4011A000SILV;4;1;6
DAX4011A000GOLD;4;1;6
0090.ZEB.001;4;3;1
0090D.028.027;4;3;1
0090V.009.000;4;3;1
0090V.GIA.000;4;3;1
0090V.ZEB.000;4;3;1
0090V2.022.027;4;3;1
0090VI.IND.009;4;3;1
0090VI.IND.021;4;3;1
0092V2.017.018;4;3;1
0092V2.021.022;4;3;1
0092V2.057.002;4;3;1
0900VI.IND.009;4;3;1
0900VI.IND.021;4;3;1
0900VI.IND.027;4;3;1
0900VI.IND.041;4;3;1
0903.ZEB.149;4;3;1
0903VI.IND.018;4;3;1
0907V.041.ZEB;4;3;1
SHJ062-01-110;1;5;5
SHJ064-01-110;1;5;5
SHJ064-02-96;1;5;5
SHJ067-02-96;1;5;1
SHJ067-01-110;1;5;1
SHJ069-01-23;1;5;1
SHJ056-02-03;1;5;5
SHJ056-03-03;1;5;5
SHJ059-02-03;1;5;1
SHJ059-03-03;1;5;1
SHJ124-03-05SM;1;5;1
SHJ144-03-05;1;5;4
SHJ143-03-05S;1;5;7
SHJ130-03-03;1;5;6
SHJ130-09-03;1;5;6
SHJ134-03-03M;1;5;7
SHJ128-03-03;1;5;6
SHJ128-09-03;1;5;6
SHJ131-03-03S;1;5;7
SHJ131-09-03S;1;5;7
SHJ014-13-14;1;5;1
SHJ016-13-14;1;5;2
SHJ144-03-58;1;5;4
SHJ140-01-15;1;5;5
SHJ140-01-14;1;5;5
SHJ194-01-02;1;5;4
SHJ182-03-03;1;5;6
GBA4001A9ER;4;2;2
GBA4004AER;4;2;2
TAW150012MULTI;1;1;2
TAW150015MULTI;1;1;3
TAW150019MULTI;1;1;5
MAW150023MULTI;1;1;2
MAW150026MULTI;1;1;3
MAW150030MULTI;1;1;5
M1500GMB;2;3;1
M1500GMN;2;3;1
LOOK65BLUE;1;2;2
LOOK67BEIGE;1;2;2
LOOK68BEIGE;1;2;2
LOOK57BEIGE;4;1;10
LOOK47IVORY;4;1;10
LOOK26PINK;4;1;10
LOOK53FLORAL;4;1;10
LOOK4IVORY;1;2;2
5336132612001;1;2;1
92440RED;1;1;6
92451YELLOW;1;1;6
92467BLACK;1;1;6
92470NAVY;1;1;6
92481BLACK;1;1;6
92487YELLOW;1;1;6
M42495E15BLUE;2;3;1
M42496E15GREY;2;3;1
KAS1401565GOLD;4;3;1
KAS1401569GOLD;4;3;1
KAS1401568GOLD;4;3;1
KAS1401571GOLD;4;3;1
0401-2401BLACK;4;3;1
0101-0202LEOPAR;4;3;1
0301-1301AZUR;4;3;1
0101-0302LEOPAR;4;3;1
0401-2601GOLD;4;3;1
0401-3101BBLACK;4;3;1
0401-3201GOLD;4;3;1
0401-3202AZURE;4;3;1
0201-0404BLACK;4;3;1
0401-2501WHITE;4;3;1
0401-2505PINK;4;3;1
AFRICA06 HVBK;4;3;1
AFRICA06 HOBL;4;3;1
RMJA0011A1529;2;1;6
RMJE0012A1529;2;1;6
RMJE0016A1510;2;1;3
RMJE0028A1500;2;1;2
RMJE0029A1513;2;1;2
RMJE0031A1510;2;1;2
RMJE0048A1513;2;1;2
RMJE0062A1529;2;1;2
RMLF0015A1567;2;1;7
RMOU0026A1510;2;1;6
RMOU0033A1510;2;1;6
RMOU0035A1510;2;1;6
RMTR0014A1510;2;1;5
RMTR0019A1510;2;1;5
RMTR0019A1514;2;1;5
RMTR0019A1529;2;1;5
SKDBB1PPMAA1500;2;3;1
SKDBB1TVELA1517;2;3;1
SKDBB1TVELA1524;2;3;1
KDBB1VBALP1510;2;3;1
SKDBB1VBALP1513;2;3;1
SKDBB1VNEXA1411;2;3;1
SKDBB1VNEXA1414;2;3;1
SKDBHANETPA1522;2;3;1
SKDRNUTOMEA1524;2;3;1
SKDRNUTOMEA1539;2;3;1
468250554155999;1;1;4
468250554155438;1;1;4
469274953052999;1;1;4
469274953052732;1;1;4
463670568950512;1;1;4
463670568950034;1;1;4
463814953052999;1;1;4
469634953048208;1;1;9
469634953048928;1;1;9
499310554155999;1;1;9
499310554155458;1;1;9
498151557136830;1;1;9
498182557136999;1;1;9
498242054155828;1;1;9
498021054881999;1;1;9
498192568950999;1;1;9
498192568950201;1;1;9
483004953052778;1;1;8
498168554155828;1;1;9
499478054155778;1;1;9
468802568950034;1;1;4
497151057522237;1;1;9
497151057522999;1;1;9
469530057608240;1;1;4
463720568950458;1;1;4
463720568950999;1;1;4
463720568950443;1;1;4
946781097883987;1;1;3
946781097883686;1;1;3
947001097895034;1;1;3
947001097895999;1;1;3
848690080261986;1;1;3
848690080261050;1;1;3
848690080261999;1;1;3
002190003510999;1;2;2
002190003510004;1;2;2
002190003510987;1;2;2
201600007475003;1;3;1
201600007475004;1;3;1
201600007475002;1;3;1
201600007476002;1;3;1
876930080261986;1;1;5
433734953334999;2;1;4
433734953334465;2;1;4
433734953334765;2;1;4
433708554654999;2;1;4
413602553713930;2;1;6
413672553227999;2;1;6
I47040;4;1;1
419092054272741;2;1;7
419092054272940;2;1;7
314000057540999;2;1;7
423664953334259;2;1;7
413930553329465;2;1;6
418950568352275;2;1;6
413918554155999;2;1;6
413820553329742;2;1;6
403150553029999;2;1;6
403150553029836;2;1;6
413468554272740;2;1;6
403380557584999;2;1;6
413340057550925;2;1;6
309169553132778;2;1;6
309558053710930;2;1;6
413898554155999;2;1;6
843140080054988;2;1;6
870300080054988;2;1;5
870300080054999;2;1;5
841050082893988;2;1;6
803008080402999;2;1;3
803005080402999;2;1;3
940300094111999;2;1;3
803075083110985;2;1;2
830550084556004;2;1;2
830550084556988;2;1;2
830550084556777;2;1;2
003250004968921;2;2;2
000200004968921;2;2;4
002160004957999;2;2;2
005490002292747;2;2;6
005260004960764;2;2;6
003110004960764;2;2;2
000150004960764;2;2;4
101200007569999;2;3;2
101130007544765;2;3;1
101110007533779;2;3;2
004450007533779;2;3;1
15F0921469004;2;1;6
15F0914462001;2;1;5
15F7309653800;2;1;3
15F6038675001;2;1;1
15F6009358001;2;1;1
15F1240043025;2;1;8
15F7324651001;2;1;2
15F7308651800;2;1;2
15F7509505025;2;1;6
15F6008300001;2;1;1
15F7900410001;2;1;10
15F0303443273;2;1;6
15F0601615001;2;1;6
15F7108704001;2;1;2
15F7108704051;2;1;2
15F7101700100;2;1;2
15F7217651001;2;1;2
15F7313653001;2;1;3
15F7200651001;2;1;2
15F7053611800;2;1;5
15F7050614001;2;1;2
15F7506503020;2;1;3
15F7603514001;2;1;3
15F0926460410;2;1;5
15F7508504100;2;1;3
15F5403027001;2;1;5
15F6200300100;2;1;1
15F6031605800;2;1;1
15F0204082280;2;1;7
15F7118711100;2;1;2
BL04037688001;2;2;1
BK06006845960*;2;5;5
BK07620380001;2;5;8
BK07620380610;2;5;8
BK06072337960*;2;2;7
BK06072794001;2;2;7
BK06072784960;2;2;7
BJ05660417001;2;4;5
BJ05882784960;2;4;6
BJ05894784960;2;4;1
BJ05760355960;2;4;5
BJ05760357960;2;4;5
BJ05921363020;2;4;1
BM08068811001;2;3;2
BM08117811001;2;3;1
BM08094876001;2;3;1
BM08094876100;2;3;1
BM08067871100;2;3;1
BM08060947071;2;3;5
BM08010877960;2;3;1
BM08070894960;2;3;5
SU39423VBG41OH;2;3;3
SU51627VSG41OH;2;3;3
SU5628VM5GM35H;2;3;3
SU5627VE1G41E;2;3;3
SU52766VSC41OH;2;3;2
SU51814VBG41OH;2;3;1
SU51814VSG41OH;2;3;1
SU51812VLGK87E;2;3;1
SU5181V3NG01O*;2;3;1
SU5181V3NG41O*;2;3;1
SU5181V3NGK18E;2;3;1
SU55192VLGK18E;2;3;1
SU5519SCLG41OH;2;3;1
SU5643VG3G41OH;2;3;1
SU5644VG3G01OH;2;3;1
SU5644VG3G41OH;2;3;1
SU5550VG3G01O*;2;3;1
SU56353VVG41XN;2;3;1
FZ5350GOV241OH;2;4;5
L15099GOV241OH;2;4;2
P85102CEP41OH;2;4;1
PN2467CEP41OH;2;2;7
PY5664CEP141OH;4;1;4
CU4140GOV241OH;2;2;1
CU4949VTP141OH*;2;2;1
CU5587VTP141OH;2;2;1
CU5129CEP41OH*;2;2;1
CU5402VTP141OH;2;2;1
CU5661GOV241OH;2;2;1
CU5585GOV241HE;2;2;1
G05024MTN41OH*;2;5;1
G05024MTNK18O;2;5;1
G05579MTN41O;2;5;1
G55361JMT00O;2;5;7
G14698JMS41O*;2;5;5
G14703MT100O*;2;5;5
G15196JMSK18O;2;5;5
G05590JMSK18O;2;5;1
G55197JMSK18O;2;5;7
G15672MSP41O;2;5;5
G54845MT100O*;2;5;7
G74686MT100H;2;5;3
G15671JMT00O;2;5;5
71841201952072;2;1;2
71841201952124;2;1;2
71841201952809;2;1;2
68988217051777;2;1;2
70943201952008*;2;1;2
71840201952001;2;1;2
72056201952008;2;1;2
7206020195293A;2;1;2
7206520195293A;2;1;2
7184320195293A;2;1;2
71803216787809;2;1;3
71085209743008*;2;1;3
71090209743008*;2;1;4
71216209743008*;2;1;5
69975215827732*;2;1;3
71152215827732*;2;1;3
69954215827732*;2;1;5
72078213132737;2;1;1
68970213132001;2;1;1
71859213132008;2;1;1
7115121697071I;2;1;1
71151216975737;2;1;1
68968216965771;2;1;1
72189217222008;2;1;3
6885821701271H;2;1;3
72140217011732;2;1;3
68859216838771;2;1;3
71815207635008;2;1;5
69902216901816;2;1;5
6994521681640K;2;1;5
69903214686008;2;1;5
72181217075816;2;1;5
69444213686008;2;1;6
7161721696671H;2;1;4
71616216981707;2;1;6
7161621697171I;2;1;6
70036216965771;2;1;6
70687217054771;2;1;6
7179021596340K;2;1;6
7950MPB64;2;1;6
7950M67;2;1;6
3426M66;2;1;7
4150M260;2;1;4
2701M61;2;1;6
5055MPB64;2;1;6
3035L61;1;1;9
3035L317;1;1;9
3034L260;1;1;9
6550L61;1;1;9
6550L49;1;1;9
7950LPB64;1;1;4
7950L261;1;1;4
7950L25;1;1;4
3037L67;1;1;9
3037L200;1;1;9
AM0391X8131900;1;1;4
AM0393X8131900;1;1;4
AM040030144470;1;1;4
CU0158X8131900;1;1;6
DL042436275100;1;1;1
DL043030462470;1;1;1
DL043630462470;1;1;1
GC076622427900;1;1;2
GP027515089900;1;1;3
GU005425030100;1;1;3
LA064430260852;1;1;5
LA067330342470;1;1;5
LA067930144470;1;1;5
LA069230144470;1;1;5
LA069830400900;1;1;5
LA070139781100;1;1;5
LA070230342470;1;1;5
MA040330342470;1;1;7
BC400505C4065;2;2;2
BC40041092124;2;2;2
BC40041095080;2;2;2
BC40041098066;2;2;2
BC40090222124;2;2;2
KH400701W2124;2;2;2
KH400701W3073;2;2;2
HA4001F013085;2;2;2
HA4001F014066;2;2;2
HA4001F015130;2;2;2
GL40051895081;2;2;6
BE40442912124;2;2;1
BE4007Y772124;2;2;1
BE40142912124;2;2;1
BE40132915059;2;2;1
BP40011723085;2;4;5
BY40011723085;2;4;8
DF40021723085;2;4;1
HD40951723085;2;4;3
SN419065M466;2;3;1
SN419081M063;2;3;1
SN404097M063;2;3;1
SN404065M538*;2;3;1
SN404065M023;2;3;1
SN4140815130;2;3;1
SN4144461062;2;3;1
SN425101M037;2;3;1
AA007443995001F;2;1;7
AM0559X7818900;2;1;6
AM056030144470;2;1;6
AM056739021900;2;1;6
DL074535175109;2;1;1
DL076836275100;2;1;1
DL077036275100;2;1;1
DL077136275100;2;1;1
DL078135175100;2;1;1
DL079130462470;2;1;1
DL079230462470;2;1;1
DL079130495900;2;1;1
GD002722427100;2;1;2
GD003022427100;2;1;2
GD003322427100;2;1;2
GD004620694244;2;1;2
GD004720694172;2;1;2
GD004720694485;2;1;2
GD004720694517;2;1;2
GD004820694520;2;1;2
GD004820694534;2;1;2
GD006322146857M;2;1;2
GD006422146857M;2;1;2
GD006821600900;2;1;2
GU007825030100;2;1;3
GU007925030100;2;1;3
GU008425030527;2;1;3
GU008625030527;2;1;3
GU008825257855M;2;1;3
HG001425254900;2;1;6
HG001522563962;2;1;6
KA077425030900;2;1;5
KA079525257855M;2;1;5
KA080339021110;2;1;5
LA077230342470;2;1;5
LA077630144470;2;1;5
LA078730309470;2;1;5
LA079430342470;2;1;5
LA080430400900;2;1;5
LA081039781100;2;1;5
LA081139781100;2;1;5
LA081239781100;2;1;5
LA081430260852;2;1;5
LA083039021100;2;1;5
LA083730309470;2;1;5
SCG11CCA;4;3;1
SCG11CCW;4;3;1
SCG11GSF;4;3;2
SCG11WMB;4;3;1
SCWOTORT;4;3;1
SCWOOWN;4;3;1
SCPISBTO;4;3;2
SCG008SC;4;3;1
SCG008SR;4;3;2
SCG008SG;4;3;1
SCG008OL;4;3;2
SCG88GOB;4;3;1
ARGYLEVSFLEMON;2;3;1
BELGRAVICCLBLAC;2;3;1
BELGRAVIDGUBLAC;2;3;1
BELGRAVIMBEPEPP;2;3;1
BOYDVPUWHITE;2;3;1
BRADLEYNYSWHITE;2;3;1
BRIANSFHMARINE;2;3;1
BRIANSFHGREY;2;3;1
SLOANEDMOBLACK;2;3;3
ARCHERBLSBLACK;2;2;1
719782145307341;1;1;6
719752170307341;1;1;6
719752151367370;1;1;6
723722170043128;1;1;6
723772131591001;1;1;6
723772131591008;1;1;6
720282166943101;1;1;6
P154304GOLD;1;3;7
720912167294020;1;1;6
P154253WHITE;1;3;6
720462061601341;1;1;6
P154253PINKISH;1;3;6
722222061601229;1;1;6
V009446LEOPARD;1;3;1
723342061601001;1;1;6
V009446BLACK;1;3;1
721282096051229;1;1;6
V009446RED;1;3;1
P154257BLACK;1;3;6
721362168897370;1;1;4
P154312BLACK;1;3;5
P154325BURGUNDY;1;3;5
723742170043128;1;1;3
P154287BLACK;1;3;3
723612141181008;1;1;3
E003512BLACK;1;3;2
723492170307341;1;1;3
V009406BLACK;1;4;1
722082151367370;1;1;2
V009406RED;1;4;1
V009452BLACK;1;3;6
P152750BLACK;1;4;4
723602166941001;1;1;3
V009455BLACK;1;4;4
723602166941008;1;1;3
721602133111008;1;1;2
721612133111008;1;1;2
721612133111229;1;1;2
721692145307341;1;1;2
721512154478002;1;1;5
709812166941008;1;1;5
BFE774BLVTK12OC;1;4;5
BFE774BLVTK6NOC;1;4;5
BFE494CEH01OC;1;4;2
BFE494CEH41OC;1;4;2
BFD703VVRNK6NOC;1;4;1
BFD703VVRNK7EOC;1;4;1
BFD703PTG1KMEOC;1;4;1
P3E661CEH01OC;4;1;5
P3E661CEH41OC;4;1;5
SL748CVT2P41OC;1;3;2
SR183DVT5T01OC;1;3;2
SR183DVT5T41OC;1;3;2
SR183DVT5TK6QOC;1;3;2
BFF043NNNPMLJL;1;4;1
BFF043NNNPK6NJE;1;4;1
BFE501NAPP41OC;1;4;1
BFE501VVRNK12JP;1;4;1
BSE432VVRN41OC*;1;4;6
BSE432VVRNK6NOC;1;4;6
BFE686PLVNPJNR;1;4;1
BFE686NAY41OC*;1;4;1
BSE591NNAPK6QOC;1;4;1
BSE591VVRN41OC;1;4;1
BSE591VVRNK7EOC;1;4;1
BSE591NNAPK12OC;1;4;1
P8E915NAPF41OC;1;4;5
P8F029CSTPNPJN;1;4;5
BFF052VRVN41OC;1;4;6
BFF052VRVNK12OC;1;4;6
BFF052VRVNK6NOC;1;4;6
BFF053NRVN41OC;1;4;6
BFF053NRVNK6QOC;1;4;6
CDD726VT241OC;1;2;1
CDD726VT2K12OC;1;2;1
CDF116VT2BOJC;1;2;1
CDF116VT2NORF;1;2;1
CDD259BLVTK12OC;1;2;1
CDD259BLVTK6NOC;1;2;1
