sku;departamento;seccion;familia
14A7836560;1;1;3
14A7834560;1;1;3
14X6710480;1;1;2
14X5002210;1;1;5
BE08937004;1;3;5
703082553079;7;1;8
004160507230;7;4;1
865040580326;7;1;7
800355082896;7;1;2
14-00659M;2;1;5
14-00660M;2;1;3
14-00661M;2;1;3
14-00662M;2;2;4
14-00674M;2;1;2
14-00675M;2;1;2
14-00676M;2;1;2
14-00677M;2;1;2
14-00685M;2;1;2
M29015;7;1;8
M66631*;7;1;8
M25787;2;3;1
REVOLT CURVE;1;1;4
ARTIST SHORT;1;1;4
ERROR PENCIL;1;1;7
MELTFLOWER;1;1;5
3743 0048;1;1;6
1421135;2;3;1
1420572;2;3;1
1421354;2;3;1
1421144;2;3;1
BRG02 0712;1;3;8
PMP3C 0712;1;3;6
12124;1;1;6
654438*;2;3;1
AA14;1;1;4
S74LA0643S30342;2;1;5
S74LA0644S30342;2;1;5
S71LA0855S30342;2;1;5
S72LA0626S30342;1;1;5
S72LA0665S30144;1;1;5
D9L610450-102;2;1;9
D9L610410-201;2;1;9
D9L610410-110;2;1;9
D9L760390-470;2;1;9
D9D490370-220;2;1;9
RWPF1406;1;1;6
RWPF1411;1;1;6
RWPF1413;1;1;6
RWPF1415;1;1;6
RWPF1416;1;1;6
RWPF1419;1;1;6
RWFW1404;1;1;6
33920;7;4;1
33959;7;4;1
34098-;7;4;1
34113-;7;4;1
34115-;7;4;1
34040-;7;4;1
LFL272C3SUN;4;3;
LFL272C4SUN;4;3;
LFL306C6SUN;4;3;
14WBPDC03194;1;1;4
50LEATHER METAL;4;1;10
51LEATHER PLAST;4;1;10
CHERRY W/CRYSTA;4;1;10
112--;2;3;1
GX01;2;3;1
GV03;1;4;1
RW4107;1;3;1
I47153;1;3;2
I48065;1;3;2
RU4101;2;3;5
DQ00E8 D00BN-;7;1;11
FQ00ED D00BA;7;1;11
DQ00IG D00CC-;7;1;9
DQ00ET D00A8;7;1;2
DQ00E6 D0008;7;1;7
DQ00E6 D0008-;7;1;7
IU4029;2;3;2
I40049;1;3;5
DQ00HI D00C1;7;1;8
I47076;1;3;2
I47065;1;3;2
DQ00HM D00C1;7;1;6
DQ00CV D0006-;7;1;2
DQ00CL D00AN;7;1;1
DQ00CL D00AN-;7;1;1
F465BL9120AF.59;2;1;6
U430SKB;1;3;1
MH988X60;2;3;1
MAGNACON SS II;4;2;2
PASSPORT SS BLK;4;2;2
3820CHRONO BLUE;4;2;2
3820CHRONO RSGL;4;2;1
4820CHRONO GD/B;4;2;2
BLASTER MMULTI;4;1;9
AMAZONIAN BLK;4;3;1
AMAZONIAN WHT;4;3;1
PRAM BLACK;4;3;1
PRAM CLEAR;4;3;1
KRILL BLACK;4;3;1
5KRILL BLACK;4;3;1
ATSU BLK MIRROR;4;3;1
ATSU GOLD;4;3;1
20 17 K8;4;4;5
189 140929 K2;4;4;5
189 96661081 P5;4;4;5
AF280 BDPK;4;3;1
AF280 TQCO;4;3;1
AF280 BLSK;4;3;1
JL406 BROG;4;3;2
JL406 BLRD;4;3;2
NH206 BKSK;4;3;2
NH206 BROG;4;3;
KLEIN01 BLGD;4;3;1
KLEIN01 GDBL;4;3;1
KLEIN02 BLGD;4;3;1
RW-SS12-02;1;1;6
RDS414006;1;3;1
VLA060014;4;2;
VLA070014;4;2;
VLA080014;4;2;
0900.PIX.063;4;3;2
0900.PIX.033;4;3;
0900.PIX.018;4;3;1
0900.PIX.055;4;3;2
0900.PIX.149;4;3;
024.018.063;4;3;1
024.027.055;4;3;1
024.055.018;4;3;
024.063.033;4;3;
022.018.063;4;3;1
022.027.055;4;3;1
BISOUX;2;1;2
POLYGAMIE;2;1;2
FASHIONWEEK;2;1;2
FRENCHCANCAN;2;1;2
VE2127 100171;4;3;2
VE2144 100287;4;3;1
VE2147B 133873;4;3;1
VE2149 132573;4;3;2
VE4205B 10873;4;3;1
VE4230 98487;4;3;
VE4230 98711;4;3;
VE4237B 98911;4;3;1
VE4247 99873;4;3;
VE4249 95413;4;3;
VE4249 GB187;4;3;
GMASTER1 2008A;4;3;1
GMASTER1 2008B;4;3;1
TITAN 2032A;4;3;1
TITAN 2032B;4;3;1
TB010CT56;4;3;
KR1C7SUN BLUE;4;3;1
KR1C8SUN LEMON;4;3;1
LFL310C2SUN BLA;4;3;1
LFL313C1SUN YLW;4;3;
LFL351C7SUN RSG;4;3;1
ROW8C1SUN BLACK;4;3;
ROW8C4SUN ROSE;4;3;1
ROW8C5SUN CREAM;4;3;1
65090991;4;1;1
CCLMPPS;4;1;1
CCLWPPS;4;1;1
75292RUDE BLK/G;4;3;1
75293RUDE GOLD;4;3;1
75278LH BLK/GLD;4;3;1
75287LH2 BLK/GL;4;3;1
KAS1301485 BLK;4;3;1
KAS1401521 TURQ;4;3;1
KAS1401535 B/G;4;3;1
KAS1101406 O/G;4;3;1
KAS1401522 TORT;4;3;1
VE4283B GB111 A;4;3;1
VE4290 GB18G;4;3;1
VE4284 GB111;4;3;1
VE4284 511913;4;3;1
VE2157 100271;4;3;1
VE2155 100287;4;3;2
VE4275 GB187;4;3;1
VE4275 507873;4;3;1
CDGPW100;4;1;1
VDB03 0014;4;2;2
51BD2051048499;1;4;8
51CE5851X3515;1;3;5
51CE9451X141;1;3;4
51RH2651657393;1;1;6
51RL7951727009;1;1;6
51RA2651670K01;1;1;4
51LG0551973K80;1;1;6
51RL2251801002;1;1;6
51RH8051801002;1;1;6
51RH9651657090;1;1;6
51RB4551617F44;1;1;4
51RI5651780005;1;1;6
51RI5651780004;1;1;6
51RM4151648099;1;1;2
51RH9251680226;1;1;6
51RB0251700792;1;1;4
CONDORTWO21010D;4;3;1
GMASTER4 2060B;4;3;2
MEDINA22023A;4;3;
BLUEBIRD2 21011;4;3;1
MACH3 2059C;4;3;1
MACH2 2031B;4;3;2
3XA048741001217;1;1;6
LANCIER001;4;3;2
LANCIER002;4;3;2
3XA091741001555;1;1;3
3XA070241401002;1;1;2
3XA031941201510;1;1;5
3XA070141401002;1;1;2
HMA3736920880;2;1;3
HSH172C5809901;2;1;1
HSH163A5800199;2;1;1
HPA171A8250199;2;1;5
HPA174A5508008;2;1;5
HPA1264290999;2;1;5
HPA1268250100;2;1;5
HBL1678250100;2;1;6
HBL171BF11VC93;2;1;6
HVE1488450810;2;1;6
HBA118510100;2;4;2
HBA118510880;2;4;2
HBA118510999;2;4;2
TB504ABLK;4;3;1
TB706BTNV;4;3;1
TB015LTDGLD;4;3;2
MDH3015420106;1;1;4
TB015LTDSLV;4;3;2
MDA8315426906;1;1;6
MDD35A15426406;1;1;7
MDC07B15426406;1;1;9
MDA1515415401;1;1;6
MDA1515415499;1;1;6
MDD0715415401;1;1;7
MDH0515415401;1;1;4
MDD2615415899;1;1;7
MDA5215415899;1;1;6
MDA5115415801;1;1;6
MDM7615425999;1;1;2
MDM8815425801;1;1;3
MDA31L15429489;1;1;14
MDD12L15429489;1;1;7
MDM7215425901;1;1;3
HTS154AF159901;2;1;3
HTS149AF180910;2;1;3
375315AWP0N6610;1;4;1
300787BYUON1055;1;4;4
301870KN91N1053;1;4;4
301870KOQ1N6680;1;4;4
358902DKN1N6610;1;4;8
373684AWP0O1000;1;4;1
345117WHGZ01000;1;3;6
360730WHGZ04501;1;3;6
351626WHGZ09135;1;3;5
376767WHDX51000;1;3;2
376793WHEJ49160;1;3;2
376796W4C918308;1;3;7
377109Q5KJA4520;1;1;4
377150Q5QBQ6467;1;1;4
377580Q1RLV4577;1;1;6
377598Q1VRV4301;1;1;6
377598Q1VRV6577;1;1;6
377540Q1VRP1036;1;1;6
377581Q1RLV6578;1;1;6
377584Q1RLV6578;1;1;7
377587Q1RLV4577;1;1;7
377586Q1RLV4577;1;1;2
377586Q1RLV6578;1;1;2
376601QEZ050901;1;1;2
376613QEZ100900;1;1;2
S89558FLOWER2CO;2;1;2
S89557FLOWER1BL;2;1;2
S89484COREWHITE;2;1;2
S89483COREWHITE;2;1;2
S89477BLACKGREY;2;1;2
S89578COREWHITE;2;1;2
S89533FLOWER2BL;2;1;1
S89515BLACKCREA;2;1;2
S89581BLACK;2;1;5
S89583MEDIUMGRE;2;1;5
S89512BLACKFLOW;2;1;5
S89573FLOWER2;2;1;5
S89420BLACKFLOW;2;1;5
B35676ORANGEBLA;2;3;1
B35683BLACKBLUE;2;3;1
B25187GRAPHICBL;2;3;1
B35676ORANGEBLA;2;3;1
MDD0715415401;1;1;7
Z97400;2;1;6
Z97401;2;1;6
MDD0715415499;1;1;7
MDM7615425999;1;1;2
MDA2915415906;1;1;6
MDM3315415983;1;1;2
MDB05L15429489;1;1;5
MDM8815425801;1;1;3
HTS149AF180910;2;1;3
HTS158AF190999;2;1;3
321785BYULN4380;1;4;3
375332AWP0O1000;1;4;2
365016BYULN4380;1;4;1
327950BUK2N6675;1;4;1
375306BPT0N4300;1;4;1
375306BPT0N6610;1;4;1
376762WHG151070;1;3;5
351623WHGZ01000;1;3;5
351626WHGZ09135;1;3;5
51RL2251801002;1;1;6
51RL1551657090;1;1;6
51RG6251669099;1;1;6
51RT5651669099;1;1;5
51RJ3051671090;1;1;1
51RH8051801002;1;1;6
376796W4C918308;1;3;7
376814WHGP790;1;3;1
376815WHGP69170;1;3;1
376334QEM024410;1;1;5
377109Q5KJA4520;1;1;4
51RB4551617F44;1;1;4
51RI9551630099;1;1;6
51RL2351657094;1;1;6
51RT8051806002;1;1;5
51RI5651780005;1;1;6
51RH9251680226;1;1;6
51RP2651738009;1;1;2
GRANDCRU 2058B ;4;3;1
51RP2651738010;1;1;2
MACHONE 2030F B;4;3;1
51RV0551700792;1;1;7
51RB0251700792;1;1;4
377543Q1VRP1036;1;1;6
377545Q1VRQ4301;1;1;6
377545Q1VRQ9041;1;1;6
377546Q1RLQ6407;1;1;6
377546Q1RLQ9078;1;1;6
377581Q1RLV6578;1;1;6
3XA091741001555;1;1;3
LANCIER004 BLK;4;3;2
LANCIER004 GLD;4;3;2
3XA091841001217;1;1;3
AVOCET2 21009A;4;3;1
CASCAIS2065A;4;3;2
3XA74988002209;1;4;1
CASCAIS2065B;4;3;2
3XA849982061555;1;4;4
3XA79708303209;4;1;4
S89542FLOWER1;2;1;5
S89587BLACKFLOW;2;1;5
S89559BLACK;2;1;6
S89568FLOWER2;2;1;6
VLA010014;4;2;
VNC040014;4;2;
VNC050014;4;2;
VK7130014;4;2;1
VK7120014;4;2;1
VK7110014;4;2;1
29G98D282S282;4;2;2
0090.PIX.063;4;3;2
0090.PIX.027;4;3;
0090.PIX.033;4;3;2
I18050;4;1;1
0090.PIX.018;4;3;1
0090.PIX.055;4;3;
0090.PIX.149;4;3;
3XA070341401002;1;1;2
3XA091741001217;1;1;3
3XA37084170209;1;1;4
3XA37094170209;1;1;7
3XA74978002209;1;4;1
HMA3736920999;2;1;3
022.055.018;4;3;1
022.063.033;4;3;1
0301 0106;4;3;
0101 0304;4;3;1
0301 2001;4;3;
0201 0205;4;3;
0301 2301;4;3;1
0301 2201;4;3;1
0301 2202;4;3;1
0301 1701B;4;3;
BISOUX;2;1;2
377586Q1RLV6578;1;1;2
369326QEL126462;1;1;6
376550QEL211090;1;1;2
376559QEZ020900;1;1;2
376601QEZ050901;1;1;2
FASHIONWEEK;2;1;2
PUTAINMERDE;2;1;2
FRENCHCANCAN;2;1;2
HPA171A8250199;2;1;5
HPA157A5508008;2;1;5
HPA167A5500880;2;1;5
HPA174A5508008;2;1;5
14140 PRAT1 NB;4;2;
13140 SAW2 NW;4;2;
13140 SAT1 NK;4;2;
13140 SAT2 NK;4;2;
13140 SA7548 NY;4;2;
13140 PBA5743 N;4;2;
13140 PBAMB4 NB;4;2;
13240 SA4892 NP;4;2;
14140 SANB2 NNB;4;2;
14140 PBAMTS5 N;4;2;
13140 SA1851 NR;4;2;
VE4237B 944135;4;3;1
VE4237B GB1115;4;3;1
VE4237B GB1875;4;3;1
29G70D009S009;4;2;2
S89568FLOWER2;2;1;6
S89500FLOWER2;2;1;7
S92023BLACK;2;4;5
S92032MULTICOLO;2;4;5
A95610BLACK;2;2;2
B35694GRAPHICBL;2;3;1
I47153;1;3;2
I47121;1;3;2
ROW8C24SUN BLUE;4;3;1
LAZYPANDA WHITE;4;3;1
LAZYPANDA GREEN;4;3;1
GOLDFISH BLACK;4;3;1
GOLDFISH MINT;4;3;1
GOLDFISH PINK;4;3;1
WONKA WHITE;4;3;
HOLMES SILVER;4;3;1
GEOMETRICAQUA;1;5;
BLUEFLOWER;1;5;
ORANGEFLOWER;1;5;
65037654;4;1;1
FQ00ED D00BA;7;1;11
DQ00EK D00AP;7;1;1
DQ00EK D00AP-;7;1;1
DQ00C0 D00AI;7;1;9
DQ00CO D00AI-;7;1;9
HBL171BF11VC93;2;1;6
HBL1695500888;2;1;6
HVE150AF118891;2;1;6
HBL174849VC30;2;1;6
HVE1488450810;2;1;6
IU4029;2;3;2
I40072;1;3;5
I47019;1;3;2
I40049;1;3;5
KAS1401528 GOLD;4;3;1
KAS1401527 BLAC;4;3;1
LSP1402014 BLAC;4;3;1
LSP1402015 GOLD;4;3;1
LSP1402025 B/W;4;3;1
LSP1402027 BLON;4;3;1
LSP1402005 MBLK;4;3;2
SLN049 59SNTX;4;3;1
SLN050 550SNT;4;3;1
SLN630 5006HN;4;3;1
SLN630 50722K;4;3;1
VE4283B GB111 A;4;3;1
I47065;1;3;2
DQ00I2 D00BY;7;1;8
I47073;1;3;2
DQ00HM D00C1;7;1;6
S89557FLOWER1BL;2;1;2
S89427BLACKFLOW;2;1;2
S89423BLACKFLOW;2;1;2
S89484COREWHITE;2;1;2
S72LA0665S30144;1;1;5
S72LA0613S30260;1;1;5
D9L610450-102;2;1;9
DQ00EJ D00AI;7;1;1
DQ00BK D000L-;7;1;6
F462BL019533.99;1;1;4
F462SW701905.22;1;1;3
F462SA001L06.56;1;4;2
D9L760390-470;2;1;9
D9LC60380-220;2;1;9
D9L610370-220;2;1;9
D9D490370-220;2;1;9
51BC3451904085;1;4;1
51BC8251917K72;1;4;1
51GF2051916748;1;2;2
51GF0551914226;1;2;2
51GF0551914289;1;2;2
51CE5851X3515;1;3;5
RWFW1408;1;1;6
RWFW1424;1;1;6
33920;7;4;1
MH988X60;2;3;1
PJK252;2;1;6
4220CHRONO G/Y/;4;2;2
DIPLOMAT SS B/G;4;2;2
DIPLOMAT SS G/B;4;2;2
4820CHRONO LEA;4;2;2
33959;7;4;1
34084-;7;4;1
34098-;7;4;1
TB801BGLDNV;4;3;2
TB801CSLVGR;4;3;2
TB801DGLDRE;4;3;2
TB2010BBLKGL;4;3;1
MDP1915420106;1;1;5
MDM11015420106;1;1;3
MDA8415420136;1;1;6
MDA8315426906;1;1;6
14-00667M;2;1;3
14-00671M;2;1;3
14-00672M;2;1;2
14-00673M;2;1;3
34113-;7;4;1
34113--;7;4;1
14-00677M;2;1;2
14-00680M;2;1;2
14-00684M;2;1;2
14-00685M;2;1;2
THEMA BLK/TORT;4;3;1
ZESIRO BLK/MARB;4;3;1
VBS1C07 CACTUS;4;3;1
PFPEXX100;4;4;4
PFPEXX200;4;4;4
PFPEXXCSF10;4;4;4
PFPEXXF107OS;4;4;4
PFPEXXF107OR;4;4;4
PFPEXXF100/O;4;4;4
PFPEXXCS0F76;4;4;4
20N 9071 W33;4;1;14
20 9071 W33;4;4;5
478 67681 W333;4;1;14
478 67686 W37;4;1;14
189 2106530 K9;4;4;5
M25787;2;3;1
M25117;1;3;1
3DVENUS;1;1;6
3DCUPID BOMBER;1;1;4
3DERROR BOMBER;1;1;4
CUPID ARM;1;1;4
34115--;7;4;1
34024;7;4;1
1421135;2;3;1
MK48E 0602;1;1;3
1420572;2;3;1
51CE9451X141;1;3;4
51RH2651657280;1;1;6
51RH9551657280;1;1;6
51RB0551670280;1;1;4
51RH2651657393;1;1;6
C8N001400;2;1;5
YDT700SAH04;1;1;1
YDT403FSH04;1;1;4
69848 214358;2;1;5
1421354;2;3;1
3361 0712;1;1;7
3624 0712;1;1;4
1421144;2;3;1
70026 214768;2;1;5
YUC298PZ056;2;2;1
YUC298PZ132;2;2;1
14WBPDC03894;1;1;4
NK40;1;5;5
NK39;1;5;5
BG37;1;4;1
29ACRYLIC METAL;1;2;2
C4L610500;2;1;9
C4LC60500;2;1;9
C4L610780;2;1;9
PMP3C 0712;1;3;6
1420612;1;3;1
12124;1;1;6
C4L610800;2;1;9
B2B79278303;4;1;4
B2B79628303;4;1;4
69917 214670;2;1;5
350080263340;1;1;4
LFL196C4SUN;4;3;
AFRICA01 BKZE;4;3;
AFRICA01 HOBL;4;3;1
AFRICA01 RDZE;4;3;1
AFRICA02 HOBL;4;3;
AFRICA03 ZEBK;4;3;
SLO8MWB0829;2;2;3
RW-PF13-01;1;1;6
RW-SS14-02;1;1;6
PSC2RT PS89C;2;1;1
PSP051 PS763;2;1;5
200785007172;1;3;1
005460003996;1;2;6
W14SN407 025;2;3;1
W14SN407 065;2;3;1
PSP01W PS30;2;1;5
PSR01P PSP15;2;1;6
PSR04W 0S200;2;1;6
747174 4A507;2;2;2
S74HA0541S14979;2;1;3
S74BN0491STN454;2;1;6
L208*;1;2;2
S74LA0643S30342;2;1;5
YPM780MQ027;1;1;6
YPT412 LDG03;1;1;4
YPT321DIG18;1;1;7
YPT702HZE94;1;1;1
YPJ234 DE002;1;1;5
W14H204 102;1;3;6
14A2010295;1;1;6
14A1010381;1;1;4
14A5711429;1;1;5
14A6706458;1;1;2
YPT185FPG02;1;1;6
YPJ229DZE94;1;1;5
YPT711HZG19;1;1;1
YPM170MQE94;1;1;4
GX01;2;3;1
108**;2;3;1
2408;1;3;2
FV03;1;4;4
454501;7;4;1
M40333;2;3;1
SU4753 CMUG;2;3;4
SU5271 V6TC;2;3;2
M40331;2;3;1
RGPF14 102;1;1;6
RGPF14 402;1;1;7
703082553079;7;1;8
14F5618470;2;1;5
004160507230;7;4;1
69990 201952;2;1;2
69846 201952;2;1;2
68843 209760;2;1;2
SU5170 C4LG;2;3;1
YPM580MQ027;1;1;6
YPM790MI001;1;1;6
70088 207686;2;1;6
68773 214150;2;1;5
68965 214111;2;1;5
67159 213197;2;1;1
S74LA0644S30342;2;1;5
S75LA0553S39781;1;1;5
S75MU0185S30144;1;1;5
S71LA0855S30342;2;1;5
LUNAEARRING BLK;1;5;4
LUNAEARRINGCOME;1;5;4
GALAXY ORANGE;1;5;4
GALAXY ROSE;1;5;4
GALAXYSEQUINS B;1;5;4
GALAXYSEQUINS R;1;5;4
ZULU ROSE;1;5;4
RIVERBAMBI;1;5;5
RIVERCHALK;1;5;5
COBRA BLKCREAM;1;5;4
COBRARAINBOW;1;5;4
LADYBLACK;1;5;4
LADYRAINBOW;1;5;4
FAWCETT;1;5;5
POC-FUR-001;1;4;7
U100071 V00094;2;1;9
DA05145453;1;1;4
DA17075448;1;1;3
PAB05P PAP18;1;1;4
PAG06P PAP28;1;1;4
PAP01T PA171;1;1;5
46RG06 46617;1;1;6
AP67C3SUN;4;3;
JSCROSSC2SUN;4;3;
JSCATEEYEC5SUN;4;3;
LFL38C35SUN;4;3;
LFL38C36SUN;4;3;
LFL62C17SUN;4;3;
LFL71C21SUN;4;3;
LFL71C28SUN;4;3;
LFL128C5SUN;4;3;
69967 209743;2;1;5
YPG138AM063;1;5;5
YPG126AM008;1;5;1
69997 201952;2;1;2
YPG125AM101;1;5;5
70007 201952;2;1;2
JN-S203-100;1;1;7
JN-S204-100;1;1;7
JN-S206-100;1;1;7
JN-P205-100;1;1;5
46RA66 46618;1;1;9
46RH50 46637;1;1;6
46RI56 46717;1;1;6
YGWN25 YB30B*;1;4;9
PSGL30 PS762;2;1;6
PSG02J PSTXJ;2;1;6
PSGU20 PS504;2;1;6
RWDR2089-2345-A;1;1;6
RWST4080-2335-A;1;1;7
RWTO011A-TS01-A;1;1;2
AWCJHA2H-TUBE-A;1;5;5
AWHANZ2N-FELT-A;1;2;2
FWSHCA2C-SONA-A;1;3;2
800355082896;7;1;2
RDPF14-002-DL-0;1;1;6
RDPF14-015-DS-0;1;1;6
002230504777;7;2;1
14-00641M;2;1;6
14-00657M;2;1;6
14-00659M;2;1;5
AMQ4251/S 8JF;4;3;1
9783836536219;4;1;12
LT003-SC21 VERT;7;2;2
LT003-SC23 ROSE;7;2;2
LT004-SC21 VERT;7;2;2
BG6900JR4ER;4;2;1
DW5600MT1ER;4;2;2
DW6900MT7ER;4;2;2
GDX6900CM5ER;4;2;2
GDX6900CM8ER;4;2;2
GF8230E9CR;4;2;2
LS8900LV2ER;4;2;2
STARDUST;4;1;6
RIO;4;1;6
M0134NS-W15;2;1;6
M0252-W15;2;1;3
M0190B-W15;1;1;4
0092V.041.ZEB;4;3;
0205.023.000;4;3;
0402V.009.000;4;3;
0404V.009.004;4;3;
0404V.018.000;4;3;
0900.141.000;4;3;
0903.ZEB.017;4;3;
0903.ZEB.044;4;3;1
0907.ZEB.017;4;3;1
0907V.044.ZEB;4;3;1
STONES*;1;3;8
PSM14J PSTKJ ;2;1;3
PSM21M PS16M;2;1;3
PSM31M PS25M;2;1;3
PSE03M PS17M;2;1;6
PSC1LT PS80C;2;1;1
1741MDP02 14462;1;1;5
DPD5184P D555;1;1;9
DPD5176P D546;1;1;9
DPD1010P D074;1;1;5
DPD1252P D074;1;1;5
G0093-W15;1;1;7
M0101-W15;1;1;4
8476 386I;1;1;2
8458 133D;1;1;2
5456 402I;1;1;5
654441-400;2;3;1
24124;2;1;6
24151;2;1;3
233-;4;1;6
69898 214609;2;1;5
C9N001840;1;1;5
C9MH11880;1;1;4
101TRIM SUEDE;2;3;1
360187 QDB28;1;1;6
357442 QDE40;1;1;6
300793 LIK0N;1;4;9
300793 AWPRN;1;4;9
313917 CKB5N;1;4;4
345205 WHC80*;1;3;4
345207 WHAA0;1;3;4
BG081LE;1;4;1
BG026LE;1;4;1
MF14JK05PDP01;1;1;9
MF14TR03PMI30;1;1;5
MF14JK01PAN07;1;1;4
MF14TS14EPM42;1;1;2
3100264;4;1;16
8101492;4;1;16
7872451;4;1;16
6011935;4;1;16
6070987;4;1;16
9002574;4;1;16
8105506;4;1;16
6542947;4;1;16
6542954;4;1;16
6542909;4;1;16
6542978;4;1;16
5200808CNC;4;1;16
360608 WLBG0;1;3;4
654441-400;2;3;1
360658 WHC80;1;3;8
GAM940;2;1;6
GAM941;2;1;7
DRVV187;1;1;6
VE4269 5112F6;4;3;
VE4269 GB1875;4;3;
VE4270 4015A1;4;3;1
VE4270 GB1115;4;3;
VE4271B GB18G5;4;3;
VE4272 503913;4;3;
VE4272 510013;4;3;
VE4272 GB18G5;4;3;1
VE4273 51094S;4;3;
GDX6900MNM1ER;4;2;2
MO771 01;4;3;1
G1 JUNGLE AVIOB;4;3;
G1 JUNGLE DISCO;4;3;
G11 TURTLE CUTW;4;3;
HOMGCAPHIGH;1;3;1
LOCKNESS;1;3;1
9781452102870;4;1;12
9781452103068;4;1;12
9781452109718;4;1;12
PSC1LT PS78C;2;1;1
PSC1LT PS90C;2;1;1
PSC1LT PS24C;2;1;1
10024;2;3;1
CARLINA;1;1;6
ROSA*;1;1;6
101008;2;1;6
101010;2;1;6
0PO0714 95/4N54;4;3;
0PO9649S 95/58;4;3;2
0PO9649S 24/57;4;3;2
H14A30.98;2;2;4
H14V09.19;2;1;6
VBS1C25 DBRONZE;4;3;1
SGVA13 59300X;4;3;1
SGV881 M54N18X;4;3;1
SGV881 M540700;4;3;1
TGBSG COL19;4;1;6
TGBSG COL21;4;1;6
TGBSG COL23;4;1;6
TGBSG COL16;4;1;6
TGBSG COL15;4;1;6
GPN2;4;1;6
RLCN7;4;1;6
RLCN8;4;1;6
RLCEN1;4;1;6
CRB2;4;1;6
GWB;4;1;6
TBC1;4;1;6
SX2006;1;5;5
SX2007;1;5;5
SX2012;1;5;5
201-;4;1;6
224-;4;1;6
222-;4;1;6
221-;4;1;6
227B;4;1;6
228-;4;1;6
229-;4;1;6
230-;4;1;6
231-;4;1;6
232-;4;1;6
100--;4;1;6
101--;4;1;6
GEOMETRICBLUE;1;5;
VBS44C6 GOLD;4;3;1
VBS66C1 BLACK;4;3;1
ACB01 001O;2;2;8
SKD SPARKLE AW1;1;1;6
MONKEY BADGE;1;1;2
TOTEM LILAC ALC;1;1;9
TO520 CROSS;1;5;1
TT1S LCROSS;1;5;1
TO94JET LCROSS;1;5;1
TT1S MPEACE;1;5;1
TO94M SKCROSS;1;5;1
TO94E SKCROSS;1;5;1
TO94R SKCROSS;1;5;1
TO94L SKCROSS;1;5;1
TO94G RAZORGOLD;1;5;1
THB10M BLACK;1;5;1
4820CHRONO B/S;4;2;2
5130CHRONO S/G;4;2;2
CORPORAL SS GS;4;2;2
TANGENT ALLBLK;4;2;2
TANGENT BLACK;4;2;2
4220CHRONO GUNM;4;2;1
654441-400;2;3;1
92271;1;1;6
92092;1;1;6
92261;1;1;6
9383;2;1;6
9377*;2;1;6
9373*;2;1;6
FP331T0078PAW1;1;1;6
FP351T0078PAW1;1;1;6
VK8020013;4;2;2
23C80D008S009;4;2;2
P5Q80D009S009;4;2;1
VK7040013;4;2;1
VK7060013;4;2;1
VK7070013;4;2;1
FRANZF61BASALT;4;3;1
PHILOMENE GD/BL;4;3;
CYRIL GUADALUPE;4;3;1
CROSBY GLD/OPA;4;3;
STAR TOTEM;1;1;6
STAR TIKKI MAN;1;1;6
COOPER KAFTAN;1;1;16
ELIO MEDAL;1;1;6
090 ELITE BLUE;4;3;2
090 ELITE CAMU;4;3;2
MACHTHREE2059B;4;3;
TALON23007C;4;3;1
LIPPY C54;4;3;1
ORGASMY V147;4;3;
SLUTTY 310;4;3;
DIRTYMINDY V675;4;3;1
DIRTYMINDY 1654;4;3;
NUDITY V742;4;3;1
NUDITY 5090;4;3;
THERAPY 935;4;3;1
THERAPY 932;4;3;
RAPSODY V744;4;3;
4W9JA65CM122;1;1;7
4W9RB26CM119;1;1;6
4W9RB11CM115;1;1;6
S57WS0059 SX862;2;3;1
DR531;1;1;6
MMESSE003 E1SIL;4;3;1
MMESS003 E2GOLD;4;3;1
MMESSE004 E2GOL;4;3;1
MMESSE005 E1SIL;4;3;1
MMESSE005 E2GOL;4;3;1
CAP-FAB-002;1;2;2
MAMBA ROSE;1;5;5
MAMBA SLV/GREE;1;5;5
358038 WAT51;2;3;1
VBS2C14 BLUROSE;4;3;1
VBS3C12 BRONZE;4;3;
VBS56C2 PALEVOR;4;3;
E40236001;1;3;5
E40233001;1;3;5
GAW006;1;1;9
THELADYISAVAMP;1;3;4
CUFFPYTHONCREAM;1;5;1
CUFFPYTHONEMERA;1;5;1
APOLONIACHALK;1;5;5
APOLONIAPEARL;1;5;5
MINIRIVERTAGADA;1;5;5
DAKTARISMALLMEN;1;4;4
WRAP AF;1;1;6
OHAR V SHINY;1;1;6
4W3N010CC06;1;3;2
SWAW1441;1;3;5
SWAW1469;1;3;2
SWAW1401;1;3;5
F451TO829928;1;1;3
MAIDENVOYAGE;1;3;3
MASAKO;1;3;7
FMSKDBB1PNMAA14;2;3;1
ALETHEA;1;3;5
CHRYSSO;1;3;5
LITTLELIPS TSHI;7;1;2
JACKET LIPS;1;1;4
PT0107;2;1;2
351563 WHDH0;1;3;5
351648 WLAE5;1;3;5
42RI28 42657;1;1;6
42GC16 42005;1;2;1
W021330387C8A;1;1;6
MDA128 144326;1;1;6
MDB114 144326;1;1;5
MDM170 144315;1;1;2
MDM196 144385;1;1;2
W041322303C8A;1;1;7
W041372266C8A;1;1;7
W061830387C8A;1;1;2
JM-K102-051;1;3;2
SR043HVEA141OC;1;3;4
SR043HVEA16ROC;1;3;4
SR119OVEA6POC;1;3;4
SL938DNA7Q41;1;3;1
SL939DVEFRBCOC;1;3;1
SL939DVEFRNWOC;1;3;1
SL939DVEA141O;1;3;1
