sku;price;special_from_date;special_to_date;special_price
B33006 L0002762003NERO;232.23;20/06/14;31/12/50;116.53
B33006 L00027;232.23;20/06/14;31/12/50;116.53
B33006 L00027;232.23;20/06/14;31/12/50;116.53
B33006 L00027;232.23;20/06/14;31/12/50;116.53
B24001 N000593008NERO;171.07;20/06/14;31/12/50;85.95
B24001 N000593026ORANGE;171.07;20/06/14;31/12/50;85.95
B24001 N000594008NERO;171.07;20/06/14;31/12/50;85.95
B24001 N000594026ORANGE;171.07;20/06/14;31/12/50;85.95
B24001 N000595008NERO;171.07;20/06/14;31/12/50;85.95
B24001 N000595026ORANGE;171.07;20/06/14;31/12/50;85.95
B24001 N000596008NERO;171.07;20/06/14;31/12/50;85.95
B24001 N000596026ORANGE;171.07;20/06/14;31/12/50;85.95
B24001 N000597008NERO;171.07;20/06/14;31/12/50;85.95
B24001 N000597026ORANGE;171.07;20/06/14;31/12/50;85.95
B24001 N00059;171.07;20/06/14;31/12/50;85.95
B24001 N00059;171.07;20/06/14;31/12/50;85.95
B24001 N00059;171.07;20/06/14;31/12/50;85.95
68613 213371387460BIANCO;500.83;20/06/14;31/12/50;250.41
68613 213371407460BIANCO;500.83;20/06/14;31/12/50;250.41
68613 213371427460BIANCO;500.83;20/06/14;31/12/50;250.41
68613 213371447460BIANCO;500.83;20/06/14;31/12/50;250.41
68613 213371;500.83;20/06/14;31/12/50;250.41
68613 213371;500.83;20/06/14;31/12/50;250.41
68613 213371;500.83;20/06/14;31/12/50;250.41
68681 213319382048BIANCO;550.41;20/06/14;31/12/50;275.21
68681 213319402048BIANCO;550.41;20/06/14;31/12/50;275.21
68681 213319422048BIANCO;550.41;20/06/14;31/12/50;275.21
68681 213319;550.41;20/06/14;31/12/50;275.21
68681 213319;550.41;20/06/14;31/12/50;275.21
68681 213319;550.41;20/06/14;31/12/50;275.21
69016 214004387420AZZURR;500.83;20/06/14;31/12/50;250.41
69016 214004407420AZZURR;500.83;20/06/14;31/12/50;250.41
69016 214004427420AZZURR;500.83;20/06/14;31/12/50;250.41
69016 214004447420AZZURR;500.83;20/06/14;31/12/50;250.41
69016 214004467420AZZURR;500.83;20/06/14;31/12/50;250.41
69016 214004;500.83;20/06/14;31/12/50;250.41
69016 214004;500.83;20/06/14;31/12/50;250.41
69016 214004;500.83;20/06/14;31/12/50;250.41
69335 213999387420AZZURR;465.29;20/06/14;31/12/50;233.06
69335 213999407420AZZURR;465.29;20/06/14;31/12/50;233.06
69335 213999427420AZZURR;465.29;20/06/14;31/12/50;233.06
69335 213999;465.29;20/06/14;31/12/50;233.06
69335 213999;465.29;20/06/14;31/12/50;233.06
69335 213999;465.29;20/06/14;31/12/50;233.06
69249 213720388145NAVY;635.54;20/06/14;31/12/50;318.18
69249 213720408145NAVY;635.54;20/06/14;31/12/50;318.18
69249 213720428145NAVY;635.54;20/06/14;31/12/50;318.18
69249 213720;635.54;20/06/14;31/12/50;318.18
69249 213720;635.54;20/06/14;31/12/50;318.18
69249 213720;635.54;20/06/14;31/12/50;318.18
69203 213949381008NERO;720.66;20/06/14;31/12/50;360.33
69203 213949401008NERO;720.66;20/06/14;31/12/50;360.33
69203 213949421008NERO;720.66;20/06/14;31/12/50;360.33
69203 213949;720.66;20/06/14;31/12/50;360.33
69203 213949;720.66;20/06/14;31/12/50;360.33
69203 213949;720.66;20/06/14;31/12/50;360.33
69376 213930381008NERO;804.13;20/06/14;31/12/50;402.48
69376 213930401008NERO;804.13;20/06/14;31/12/50;402.48
69376 213930421008NERO;804.13;20/06/14;31/12/50;402.48
69376 213930;804.13;20/06/14;31/12/50;402.48
69376 213930;804.13;20/06/14;31/12/50;402.48
69376 213930;804.13;20/06/14;31/12/50;402.48
69279 213816258008BLACK;668.60;20/06/14;31/12/50;334.71
69279 213816268008BLACK;668.60;20/06/14;31/12/50;334.71
69279 213816278008BLACK;668.60;20/06/14;31/12/50;334.71
69279 213816288008BLACK;668.60;20/06/14;31/12/50;334.71
69279 213816298008BLACK;668.60;20/06/14;31/12/50;334.71
69279 213816318008BLACK;668.60;20/06/14;31/12/50;334.71
69279 213816;668.60;20/06/14;31/12/50;334.71
69279 213816;668.60;20/06/14;31/12/50;334.71
69279 213816;668.60;20/06/14;31/12/50;334.71
69495 214078387001BIANCO;329.75;20/06/14;31/12/50;165.29
69495 214078387680GRIGIO;329.75;20/06/14;31/12/50;165.29
69495 214078407001BIANCO;329.75;20/06/14;31/12/50;165.29
69495 214078407680GRIGIO;329.75;20/06/14;31/12/50;165.29
69495 214078;329.75;20/06/14;31/12/50;165.29
69495 214078;329.75;20/06/14;31/12/50;165.29
69495 214078;329.75;20/06/14;31/12/50;165.29
CDE562 VINE850APBIANCO;512.40;14/06/14;31/12/50;256.20
CDE562 VINE8541PNERO;512.40;14/06/14;31/12/50;256.20
CDE562 VINE900APBIANCO;512.40;14/06/14;31/12/50;256.20
CDE562 VINE9041PNERO;512.40;14/06/14;31/12/50;256.20
CDE562 VINE950APBIANCO;512.40;14/06/14;31/12/50;256.20
CDE562 VINE9541PNERO;512.40;14/06/14;31/12/50;256.20
CDE562 VINE;512.40;14/06/14;31/12/50;256.20
CDE562 VINE;512.40;14/06/14;31/12/50;256.20
CDE562 VINE;512.40;14/06/14;31/12/50;256.20
SR001Z VTEL3741PNERO;1261.16;20/06/14;31/12/50;630.58
SR001Z VTEL3841PNERO;1261.16;20/06/14;31/12/50;630.58
SR001Z VTEL3941PNERO;1261.16;20/06/14;31/12/50;630.58
SR001Z VTEL4041PNERO;1261.16;20/06/14;31/12/50;630.58
SR001Z VTEL4141PNERO;1261.16;20/06/14;31/12/50;630.58
SR001Z VTEL;1261.16;20/06/14;31/12/50;630.58
SR001Z VTEL;1261.16;20/06/14;31/12/50;630.58
SR001Z VTEL;1261.16;20/06/14;31/12/50;630.58
G1E531 JMX CO0UNICAORO;1277.69;30/12/99;30/12/99;.00
G1E531 JMX CO0;1277.69;30/12/99;30/12/99;.00
G1E531 JMX CO0;1277.69;30/12/99;30/12/99;.00
G1E531 JMX CO0;1277.69;30/12/99;30/12/99;.00
G1E531 JMX CPUNICAPALLADIO;1277.69;30/12/99;30/12/99;.00
G1E531 JMX CP;1277.69;30/12/99;30/12/99;.00
G1E531 JMX CP;1277.69;30/12/99;30/12/99;.00
G1E531 JMX CP;1277.69;30/12/99;30/12/99;.00
VE2147B 133913UNICAUNICO;166.94;30/12/99;30/12/99;.00
VE2147B 133913;166.94;30/12/99;30/12/99;.00
VE2147B 133913;166.94;30/12/99;30/12/99;.00
VE2147B 133913;166.94;30/12/99;30/12/99;.00
VE2147B 100911UNICAUNICO;166.94;30/12/99;30/12/99;.00
VE2147B 100911;166.94;30/12/99;30/12/99;.00
VE2147B 100911;166.94;30/12/99;30/12/99;.00
VE2147B 100911;166.94;30/12/99;30/12/99;.00
VK8020013UNICAUNICO;2726.45;30/12/99;30/12/99;.00
VK8020013;2726.45;30/12/99;30/12/99;.00
VK8020013;2726.45;30/12/99;30/12/99;.00
VK8020013;2726.45;30/12/99;30/12/99;.00
23C80D008S009UNICAUNICO;1085.95;30/12/99;30/12/99;.00
23C80D008S009;1085.95;30/12/99;30/12/99;.00
23C80D008S009;1085.95;30/12/99;30/12/99;.00
23C80D008S009;1085.95;30/12/99;30/12/99;.00
P5Q80D009S009UNICAUNICO;617.36;30/12/99;30/12/99;.00
P5Q80D009S009;617.36;30/12/99;30/12/99;.00
P5Q80D009S009;617.36;30/12/99;30/12/99;.00
P5Q80D009S009;617.36;30/12/99;30/12/99;.00
VK7040013UNICAUNICO;929.75;30/12/99;30/12/99;.00
VK7040013;929.75;30/12/99;30/12/99;.00
VK7040013;929.75;30/12/99;30/12/99;.00
VK7040013;929.75;30/12/99;30/12/99;.00
VK7060013UNICAUNICO;1085.95;30/12/99;30/12/99;.00
VK7060013;1085.95;30/12/99;30/12/99;.00
VK7060013;1085.95;30/12/99;30/12/99;.00
VK7060013;1085.95;30/12/99;30/12/99;.00
VK7070013UNICAUNICO;1085.95;30/12/99;30/12/99;.00
VK7070013;1085.95;30/12/99;30/12/99;.00
VK7070013;1085.95;30/12/99;30/12/99;.00
VK7070013;1085.95;30/12/99;30/12/99;.00
BFE555 NAY UNICA41PNERO;1887.60;20/06/14;31/12/50;1133.06
BFE555 NAY UNICAK77NAVY;1887.60;20/06/14;31/12/50;1133.06
BFE555 NAY ;1887.60;20/06/14;31/12/50;1133.06
BFE555 NAY ;1887.60;20/06/14;31/12/50;1133.06
BFE555 NAY ;1887.60;20/06/14;31/12/50;1133.06
BFD703 VPT1UNICAK0AOBIANCO;1501.65;20/06/14;31/12/50;901.65
BFD703 VPT1;1501.65;20/06/14;31/12/50;901.65
BFD703 VPT1;1501.65;20/06/14;31/12/50;901.65
BFD703 VPT1;1501.65;20/06/14;31/12/50;901.65
G5E544 JMT 00PUNICAPALLADIO;66.94;30/12/99;30/12/99;.00
G5E544 JMT 00P;66.94;30/12/99;30/12/99;.00
G5E544 JMT 00P;66.94;30/12/99;30/12/99;.00
G5E544 JMT 00P;66.94;30/12/99;30/12/99;.00
SL963N VT2P3601OWHITEGO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P3641OBLACKGO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P3701OWHITEGO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P3741OBLACKGO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P3801OWHITEGO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P3841OBLACKGO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P3901OWHITEGO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P3941OBLACKGO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P4001OWHITEGO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P4041OBLACKGO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P4101OWHITEGO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P4141OBLACKGO;626.45;30/12/14;31/12/50;438.84
SL963N VT2P;626.45;30/12/14;31/12/50;438.84
SL963N VT2P;626.45;30/12/14;31/12/50;438.84
SL963N VT2P;626.45;30/12/14;31/12/50;438.84
VK7020013UNICAUNICO;929.75;30/12/99;30/12/99;.00
VK7020013;929.75;30/12/99;30/12/99;.00
VK7020013;929.75;30/12/99;30/12/99;.00
VK7020013;929.75;30/12/99;30/12/99;.00
23C99D002S009UNICAUNICO;929.75;30/12/99;30/12/99;.00
23C99D002S009;929.75;30/12/99;30/12/99;.00
23C99D002S009;929.75;30/12/99;30/12/99;.00
23C99D002S009;929.75;30/12/99;30/12/99;.00
29G60D009S060UNICAUNICO;1085.95;30/12/99;30/12/99;.00
29G60D009S060;1085.95;30/12/99;30/12/99;.00
29G60D009S060;1085.95;30/12/99;30/12/99;.00
29G60D009S060;1085.95;30/12/99;30/12/99;.00
29G70D001S070UNICAUNICO;1085.95;30/12/99;30/12/99;.00
29G70D001S070;1085.95;30/12/99;30/12/99;.00
29G70D001S070;1085.95;30/12/99;30/12/99;.00
29G70D001S070;1085.95;30/12/99;30/12/99;.00
29G60D598S497UNICAUNICO;929.75;30/12/99;30/12/99;.00
29G60D598S497;929.75;30/12/99;30/12/99;.00
29G60D598S497;929.75;30/12/99;30/12/99;.00
29G60D598S497;929.75;30/12/99;30/12/99;.00
VE2152 12526JUNICAUNICO;170.25;30/12/99;30/12/99;.00
VE2152 12526J;170.25;30/12/99;30/12/99;.00
VE2152 12526J;170.25;30/12/99;30/12/99;.00
VE2152 12526J;170.25;30/12/99;30/12/99;.00
VE4269 50686JUNICAUNICO;196.69;30/12/99;30/12/99;.00
VE4269 50686J;196.69;30/12/99;30/12/99;.00
VE4269 50686J;196.69;30/12/99;30/12/99;.00
VE4269 50686J;196.69;30/12/99;30/12/99;.00
VE4269 507413UNICAUNICO;178.51;30/12/99;30/12/99;.00
VE4269 507413;178.51;30/12/99;30/12/99;.00
VE4269 507413;178.51;30/12/99;30/12/99;.00
VE4269 507413;178.51;30/12/99;30/12/99;.00
VE4269 5112F6UNICAUNICO;196.69;30/12/99;30/12/99;.00
VE4269 5112F6;196.69;30/12/99;30/12/99;.00
VE4269 5112F6;196.69;30/12/99;30/12/99;.00
VE4269 5112F6;196.69;30/12/99;30/12/99;.00
VE4269 GB1875UNICAUNICO;178.51;30/12/99;30/12/99;.00
VE4269 GB1875;178.51;30/12/99;30/12/99;.00
VE4269 GB1875;178.51;30/12/99;30/12/99;.00
VE4269 GB1875;178.51;30/12/99;30/12/99;.00
VE4270 4015A1UNICAUNICO;148.76;30/12/99;30/12/99;.00
VE4270 4015A1;148.76;30/12/99;30/12/99;.00
VE4270 4015A1;148.76;30/12/99;30/12/99;.00
VE4270 4015A1;148.76;30/12/99;30/12/99;.00
VE4270 GB1115UNICAUNICO;148.76;30/12/99;30/12/99;.00
VE4270 GB1115;148.76;30/12/99;30/12/99;.00
VE4270 GB1115;148.76;30/12/99;30/12/99;.00
VE4270 GB1115;148.76;30/12/99;30/12/99;.00
VE4271B GB18G5UNICAUNICO;162.81;30/12/99;30/12/99;.00
VE4271B GB18G5;162.81;30/12/99;30/12/99;.00
VE4271B GB18G5;162.81;30/12/99;30/12/99;.00
VE4271B GB18G5;162.81;30/12/99;30/12/99;.00
VE4272 503913UNICAUNICO;141.32;30/12/99;30/12/99;.00
VE4272 503913;141.32;30/12/99;30/12/99;.00
VE4272 503913;141.32;30/12/99;30/12/99;.00
VE4272 503913;141.32;30/12/99;30/12/99;.00
VE4272 510013UNICAUNICO;141.32;30/12/99;30/12/99;.00
VE4272 510013;141.32;30/12/99;30/12/99;.00
VE4272 510013;141.32;30/12/99;30/12/99;.00
VE4272 510013;141.32;30/12/99;30/12/99;.00
VE4272 GB18G5UNICAUNICO;141.32;30/12/99;30/12/99;.00
VE4272 GB18G5;141.32;30/12/99;30/12/99;.00
VE4272 GB18G5;141.32;30/12/99;30/12/99;.00
VE4272 GB18G5;141.32;30/12/99;30/12/99;.00
VE4273 51094SUNICAUNICO;130.58;30/12/99;30/12/99;.00
VE4273 51094S;130.58;30/12/99;30/12/99;.00
VE4273 51094S;130.58;30/12/99;30/12/99;.00
VE4273 51094S;130.58;30/12/99;30/12/99;.00
69752 214532387000MULTI;780.99;17/10/14;31/12/50;547.11
69752 214532407000MULTI;780.99;17/10/14;31/12/50;547.11
69752 214532427000MULTI;780.99;17/10/14;31/12/50;547.11
69752 214532447000MULTI;780.99;17/10/14;31/12/50;547.11
69752 214532467000MULTI;780.99;17/10/14;31/12/50;547.11
69752 214532;780.99;17/10/14;31/12/50;547.11
69752 214532;780.99;17/10/14;31/12/50;547.11
69752 214532;780.99;17/10/14;31/12/50;547.11
69488 214253401008NERO;3726.45;17/10/14;31/12/50;2609.09
69488 214253421008NERO;3726.45;17/10/14;31/12/50;2609.09
69488 214253;3726.45;17/10/14;31/12/50;2609.09
69488 214253;3726.45;17/10/14;31/12/50;2609.09
69488 214253;3726.45;17/10/14;31/12/50;2609.09
69679 214253401008NERO;4998.35;17/10/14;31/12/50;3499.17
69679 214253;4998.35;17/10/14;31/12/50;3499.17
69679 214253;4998.35;17/10/14;31/12/50;3499.17
69679 214253;4998.35;17/10/14;31/12/50;3499.17
69984 211564401008NERO;2076.03;17/10/14;31/12/50;1453.72
69984 211564421008NERO;2076.03;17/10/14;31/12/50;1453.72
69984 211564;2076.03;17/10/14;31/12/50;1453.72
69984 211564;2076.03;17/10/14;31/12/50;1453.72
69984 211564;2076.03;17/10/14;31/12/50;1453.72
69936 214683S1008NERO;821.49;17/10/14;31/12/50;575.21
69936 214683;821.49;17/10/14;31/12/50;575.21
69936 214683;821.49;17/10/14;31/12/50;575.21
69936 214683;821.49;17/10/14;31/12/50;575.21
69929 214683L1008NERO;500.83;17/10/14;31/12/50;351.24
69929 214683M1008NERO;500.83;17/10/14;31/12/50;351.24
69929 214683S1008NERO;500.83;17/10/14;31/12/50;351.24
69929 214683XS1008NERO;500.83;17/10/14;31/12/50;351.24
69929 214683;500.83;17/10/14;31/12/50;351.24
69929 214683;500.83;17/10/14;31/12/50;351.24
69929 214683;500.83;17/10/14;31/12/50;351.24
69932 214683L2024NERO/B;237.19;17/10/14;31/12/50;166.12
69932 214683M2024NERO/B;237.19;17/10/14;31/12/50;166.12
69932 214683S2024NERO/B;237.19;17/10/14;31/12/50;166.12
69932 214683XS2024NERO/B;237.19;17/10/14;31/12/50;166.12
69932 214683;237.19;17/10/14;31/12/50;166.12
69932 214683;237.19;17/10/14;31/12/50;166.12
69932 214683;237.19;17/10/14;31/12/50;166.12
69881 214596381008NERO;356.20;17/10/14;31/12/50;249.59
69881 214596381519VERDE;356.20;17/10/14;31/12/50;249.59
69881 214596401008NERO;356.20;17/10/14;31/12/50;249.59
69881 214596401519VERDE;356.20;17/10/14;31/12/50;249.59
69881 214596421008NERO;356.20;17/10/14;31/12/50;249.59
69881 214596421519VERDE;356.20;17/10/14;31/12/50;249.59
69881 214596;356.20;17/10/14;31/12/50;249.59
69881 214596;356.20;17/10/14;31/12/50;249.59
69881 214596;356.20;17/10/14;31/12/50;249.59
69880 214596381001BIANCO;356.20;17/10/14;31/12/50;249.59
69880 214596401001BIANCO;356.20;17/10/14;31/12/50;249.59
69880 214596421001BIANCO;356.20;17/10/14;31/12/50;249.59
69880 214596;356.20;17/10/14;31/12/50;249.59
69880 214596;356.20;17/10/14;31/12/50;249.59
69880 214596;356.20;17/10/14;31/12/50;249.59
BFD705 VRNCUNICA41ONERO;1450.41;30/12/14;31/12/50;1015.70
BFD705 VRNCUNICAK61ORED;1450.41;30/12/14;31/12/50;1015.70
BFD705 VRNC;1450.41;30/12/14;31/12/50;1015.70
BFD705 VRNC;1450.41;30/12/14;31/12/50;1015.70
BFD705 VRNC;1450.41;30/12/14;31/12/50;1015.70
BFE588 VRNCUNICA41ONERO;1450.41;30/12/14;31/12/50;1015.70
BFE588 VRNCUNICAK61ORED;1450.41;30/12/14;31/12/50;1015.70
BFE588 VRNCUNICAK68OPOWDER;1450.41;30/12/14;31/12/50;1015.70
BFE588 VRNC;1450.41;30/12/14;31/12/50;1015.70
BFE588 VRNC;1450.41;30/12/14;31/12/50;1015.70
BFE588 VRNC;1450.41;30/12/14;31/12/50;1015.70
BFE588 PAVTUNICANWONERO;1673.55;30/12/14;31/12/50;1171.90
BFE588 PAVT;1673.55;30/12/14;31/12/50;1171.90
BFE588 PAVT;1673.55;30/12/14;31/12/50;1171.90
BFE588 PAVT;1673.55;30/12/14;31/12/50;1171.90
BFD703 PLOOUNICA86OCORO;1840.50;30/12/14;31/12/50;1288.43
BFD703 PLOO;1840.50;30/12/14;31/12/50;1288.43
BFD703 PLOO;1840.50;30/12/14;31/12/50;1288.43
