sku;price;special_from_date;special_to_date;special_price
I15012;48.76;30/12/99;30/12/99;.00
I15012;48.76;30/12/99;30/12/99;.00
I15022UNICAUNICO;77.69;30/12/99;30/12/99;.00
I15022;77.69;30/12/99;30/12/99;.00
I15022;77.69;30/12/99;30/12/99;.00
I15022;77.69;30/12/99;30/12/99;.00
63795 20706032001;344.63;30/12/99;30/12/99;.00
63795 20706033001;344.63;30/12/99;30/12/99;.00
63795 20706034001;344.63;30/12/99;30/12/99;.00
63795 20706036001;344.63;30/12/99;30/12/99;.00
63795 20706038001;344.63;30/12/99;30/12/99;.00
63795 207060;344.63;30/12/99;30/12/99;.00
63795 207060;344.63;30/12/99;30/12/99;.00
63795 207060;344.63;30/12/99;30/12/99;.00
63485 20855232008;208.26;30/12/99;30/12/99;.00
63485 20855232292;208.26;30/12/99;30/12/99;.00
63485 20855233008;208.26;30/12/99;30/12/99;.00
63485 20855233292;208.26;30/12/99;30/12/99;.00
63485 20855234008;208.26;30/12/99;30/12/99;.00
63485 20855234292;208.26;30/12/99;30/12/99;.00
63485 20855236008;208.26;30/12/99;30/12/99;.00
63485 20855236292;208.26;30/12/99;30/12/99;.00
63485 20855238008;208.26;30/12/99;30/12/99;.00
63485 208552;208.26;30/12/99;30/12/99;.00
63485 208552;208.26;30/12/99;30/12/99;.00
63485 208552;208.26;30/12/99;30/12/99;.00
I42010UNICAUNICO;59.50;30/12/99;30/12/99;.00
I42010;59.50;30/12/99;30/12/99;.00
I42010;59.50;30/12/99;30/12/99;.00
I42010;59.50;30/12/99;30/12/99;.00
I42020UNICAUNICO;76.86;30/12/99;30/12/99;.00
I42020;76.86;30/12/99;30/12/99;.00
I42020;76.86;30/12/99;30/12/99;.00
I42020;76.86;30/12/99;30/12/99;.00
VE4232B 501011UNICAUNICO;203.31;30/12/99;30/12/99;.00
VE4232B 501011;203.31;30/12/99;30/12/99;.00
VE4232B 501011;203.31;30/12/99;30/12/99;.00
VE4232B 501011;203.31;30/12/99;30/12/99;.00
VE2141 125251UNICAUNICO;169.42;30/12/99;30/12/99;.00
VE2141 125251;169.42;30/12/99;30/12/99;.00
VE2141 125251;169.42;30/12/99;30/12/99;.00
VE2141 125251;169.42;30/12/99;30/12/99;.00
I19520UNICAUNICO;80.99;30/12/99;30/12/99;.00
I19520;80.99;30/12/99;30/12/99;.00
I19520;80.99;30/12/99;30/12/99;.00
I19520;80.99;30/12/99;30/12/99;.00
I48510UNICAUNICO;68.60;30/12/99;30/12/99;.00
I48510;68.60;30/12/99;30/12/99;.00
I48510;68.60;30/12/99;30/12/99;.00
I48510;68.60;30/12/99;30/12/99;.00
VE2144 10028GUNICAUNICO;166.12;30/12/99;30/12/99;.00
VE2144 10028G;166.12;30/12/99;30/12/99;.00
VE2144 10028G;166.12;30/12/99;30/12/99;.00
VE2144 10028G;166.12;30/12/99;30/12/99;.00
VE2144 125211UNICAUNICO;166.12;30/12/99;30/12/99;.00
VE2144 125211;166.12;30/12/99;30/12/99;.00
VE2144 125211;166.12;30/12/99;30/12/99;.00
VE2144 125211;166.12;30/12/99;30/12/99;.00
VE4253 507473UNICAUNICO;190.08;30/12/99;30/12/99;.00
VE4253 507473;190.08;30/12/99;30/12/99;.00
VE4253 507473;190.08;30/12/99;30/12/99;.00
VE4253 507473;190.08;30/12/99;30/12/99;.00
VE4254 505311UNICAUNICO;166.12;30/12/99;30/12/99;.00
VE4254 505311;166.12;30/12/99;30/12/99;.00
VE4254 505311;166.12;30/12/99;30/12/99;.00
VE4254 505311;166.12;30/12/99;30/12/99;.00
VE4254 503913UNICAUNICO;166.12;30/12/99;30/12/99;.00
VE4254 503913;166.12;30/12/99;30/12/99;.00
VE4254 503913;166.12;30/12/99;30/12/99;.00
VE4254 503913;166.12;30/12/99;30/12/99;.00
I47500UNICAUNICO;99.17;30/12/99;30/12/99;.00
I47500;99.17;30/12/99;30/12/99;.00
I47500;99.17;30/12/99;30/12/99;.00
I47500;99.17;30/12/99;30/12/99;.00
SL815R VT2P3641OBLACK;754.55;04/11/13;31/12/50;586.78
SL815R VT2P3741OBLACK;754.55;04/11/13;31/12/50;586.78
SL815R VT2P3841OBLACK;754.55;04/11/13;31/12/50;586.78
SL815R VT2P3941OBLACK;754.55;04/11/13;31/12/50;586.78
SL815R VT2P4041OBLACK;754.55;04/11/13;31/12/50;586.78
SL815R VT2P;754.55;04/11/13;31/12/50;586.78
SL815R VT2P;754.55;04/11/13;31/12/50;586.78
SL815R VT2P;754.55;04/11/13;31/12/50;586.78
VE2146B 100187UNICAUNICO;196.69;30/12/99;30/12/99;.00
VE2146B 100187;196.69;30/12/99;30/12/99;.00
VE2146B 100187;196.69;30/12/99;30/12/99;.00
VE2146B 100187;196.69;30/12/99;30/12/99;.00
VE4239 505811UNICAUNICO;145.45;30/12/99;30/12/99;.00
VE4239 505811;145.45;30/12/99;30/12/99;.00
VE4239 505811;145.45;30/12/99;30/12/99;.00
VE4239 505811;145.45;30/12/99;30/12/99;.00
VE4239 9688HUNICAUNICO;142.98;30/12/99;30/12/99;.00
VE4239 9688H;142.98;30/12/99;30/12/99;.00
VE4239 9688H;142.98;30/12/99;30/12/99;.00
VE4239 9688H;142.98;30/12/99;30/12/99;.00
VE4256B 506487UNICAUNICO;196.69;30/12/99;30/12/99;.00
VE4256B 506487;196.69;30/12/99;30/12/99;.00
VE4256B 506487;196.69;30/12/99;30/12/99;.00
VE4256B 506487;196.69;30/12/99;30/12/99;.00
VE4256B 507473UNICAUNICO;196.69;30/12/99;30/12/99;.00
VE4256B 507473;196.69;30/12/99;30/12/99;.00
VE4256B 507473;196.69;30/12/99;30/12/99;.00
VE4256B 507473;196.69;30/12/99;30/12/99;.00
VE4256B GB111UNICAUNICO;196.69;30/12/99;30/12/99;.00
VE4256B GB111;196.69;30/12/99;30/12/99;.00
VE4256B GB111;196.69;30/12/99;30/12/99;.00
VE4256B GB111;196.69;30/12/99;30/12/99;.00
VE4261 508787UNICAUNICO;148.76;30/12/99;30/12/99;.00
VE4261 508787;148.76;30/12/99;30/12/99;.00
VE4261 508787;148.76;30/12/99;30/12/99;.00
VE4261 508787;148.76;30/12/99;30/12/99;.00
VE4261 507587UNICAUNICO;148.76;30/12/99;30/12/99;.00
VE4261 507587;148.76;30/12/99;30/12/99;.00
VE4261 507587;148.76;30/12/99;30/12/99;.00
VE4261 507587;148.76;30/12/99;30/12/99;.00
68824 21364650008NERO;6042.98;20/06/14;31/12/50;3021.49
68824 21364656008NERO;6042.98;20/06/14;31/12/50;3021.49
68824 213646;6042.98;20/06/14;31/12/50;3021.49
68824 213646;6042.98;20/06/14;31/12/50;3021.49
68824 213646;6042.98;20/06/14;31/12/50;3021.49
68984 201952L001BIANCO;395.87;20/06/14;31/12/50;198.35
68984 201952L241BOA;395.87;20/06/14;31/12/50;198.35
68984 201952M001BIANCO;395.87;20/06/14;31/12/50;198.35
68984 201952M241BOA;395.87;20/06/14;31/12/50;198.35
68984 201952S001BIANCO;395.87;20/06/14;31/12/50;198.35
68984 201952S241BOA;395.87;20/06/14;31/12/50;198.35
68984 201952XL001BIANCO;395.87;20/06/14;31/12/50;198.35
68984 201952XL241BOA;395.87;20/06/14;31/12/50;198.35
68984 201952XS001BIANCO;395.87;20/06/14;31/12/50;198.35
68984 201952;395.87;20/06/14;31/12/50;198.35
68984 201952;395.87;20/06/14;31/12/50;198.35
68984 201952;395.87;20/06/14;31/12/50;198.35
68981 2135103181JBEIGE;671.07;20/06/14;31/12/50;335.54
68981 2135103381JBEIGE;671.07;20/06/14;31/12/50;335.54
68981 2135103481JBEIGE;671.07;20/06/14;31/12/50;335.54
68981 2135103681JBEIGE;671.07;20/06/14;31/12/50;335.54
68981 213510;671.07;20/06/14;31/12/50;335.54
68981 213510;671.07;20/06/14;31/12/50;335.54
68981 213510;671.07;20/06/14;31/12/50;335.54
68731 21370339790NERO;571.90;20/06/14;31/12/50;285.95
68731 21370341790NERO;571.90;20/06/14;31/12/50;285.95
68731 21370343790NERO;571.90;20/06/14;31/12/50;285.95
68731 21370345790NERO;571.90;20/06/14;31/12/50;285.95
68731 213703;571.90;20/06/14;31/12/50;285.95
68731 213703;571.90;20/06/14;31/12/50;285.95
68731 213703;571.90;20/06/14;31/12/50;285.95
68890 2019522XL07RBIANCO;341.32;20/06/14;31/12/50;171.07
68890 2019522XL14RNERO;341.32;20/06/14;31/12/50;171.07
68890 201952L07RBIANCO;341.32;20/06/14;31/12/50;171.07
68890 201952L14RNERO;341.32;20/06/14;31/12/50;171.07
68890 201952M07RBIANCO;341.32;20/06/14;31/12/50;171.07
68890 201952M14RNERO;341.32;20/06/14;31/12/50;171.07
68890 201952S07RBIANCO;341.32;20/06/14;31/12/50;171.07
68890 201952S14RNERO;341.32;20/06/14;31/12/50;171.07
68890 201952XL07RBIANCO;341.32;20/06/14;31/12/50;171.07
68890 201952XL14RNERO;341.32;20/06/14;31/12/50;171.07
68890 201952XS07RBIANCO;341.32;20/06/14;31/12/50;171.07
68890 201952XS14RNERO;341.32;20/06/14;31/12/50;171.07
68890 201952;341.32;20/06/14;31/12/50;171.07
68890 201952;341.32;20/06/14;31/12/50;171.07
68890 201952;341.32;20/06/14;31/12/50;171.07
67749 201952-2XL001BIANCO;341.32;20/06/14;31/12/50;171.07
67749 201952-2XL008NERO;341.32;20/06/14;31/12/50;171.07
67749 201952-L001BIANCO;341.32;20/06/14;31/12/50;171.07
67749 201952-L008NERO;341.32;20/06/14;31/12/50;171.07
67749 201952-L126BLUE;341.32;20/06/14;31/12/50;171.07
67749 201952-M001BIANCO;341.32;20/06/14;31/12/50;171.07
67749 201952-M008NERO;341.32;20/06/14;31/12/50;171.07
67749 201952-M126BLUE;341.32;20/06/14;31/12/50;171.07
67749 201952-S001BIANCO;341.32;20/06/14;31/12/50;171.07
67749 201952-S008NERO;341.32;20/06/14;31/12/50;171.07
67749 201952-XL001BIANCO;341.32;20/06/14;31/12/50;171.07
67749 201952-XL008NERO;341.32;20/06/14;31/12/50;171.07
67749 201952-XL126BLUE;341.32;20/06/14;31/12/50;171.07
67749 201952-;341.32;20/06/14;31/12/50;171.07
67749 201952-;341.32;20/06/14;31/12/50;171.07
67749 201952-;341.32;20/06/14;31/12/50;171.07
68545 21351733804GRIGIO;313.22;20/06/14;31/12/50;157.02
68545 21351734804GRIGIO;313.22;20/06/14;31/12/50;157.02
68545 21351736804GRIGIO;313.22;20/06/14;31/12/50;157.02
68545 21351738804GRIGIO;313.22;20/06/14;31/12/50;157.02
68545 213517;313.22;20/06/14;31/12/50;157.02
68545 213517;313.22;20/06/14;31/12/50;157.02
68545 213517;313.22;20/06/14;31/12/50;157.02
68496 21368648008NERO;2331.40;20/06/14;31/12/50;2331.40
68496 21368650008NERO;2331.40;20/06/14;31/12/50;2331.40
68496 21368654008NERO;2331.40;20/06/14;31/12/50;2331.40
68496 213686;2331.40;20/06/14;31/12/50;2331.40
68496 213686;2331.40;20/06/14;31/12/50;2331.40
68496 213686;2331.40;20/06/14;31/12/50;2331.40
67415 209743-2XL008NERO;389.26;20/06/14;31/12/50;195.04
67415 209743-2XL138INDIGO;389.26;20/06/14;31/12/50;195.04
67415 209743-2XL384GRIGIO;389.26;20/06/14;31/12/50;195.04
67415 209743-L008NERO;389.26;20/06/14;31/12/50;195.04
67415 209743-L138INDIGO;389.26;20/06/14;31/12/50;195.04
67415 209743-L384GRIGIO;389.26;20/06/14;31/12/50;195.04
67415 209743-M008NERO;389.26;20/06/14;31/12/50;195.04
67415 209743-M138INDIGO;389.26;20/06/14;31/12/50;195.04
67415 209743-M384GRIGIO;389.26;20/06/14;31/12/50;195.04
67415 209743-S008NERO;389.26;20/06/14;31/12/50;195.04
67415 209743-S138INDIGO;389.26;20/06/14;31/12/50;195.04
67415 209743-S384GRIGIO;389.26;20/06/14;31/12/50;195.04
67415 209743-XL008NERO;389.26;20/06/14;31/12/50;195.04
67415 209743-XL138INDIGO;389.26;20/06/14;31/12/50;195.04
67415 209743-XL384GRIGIO;389.26;20/06/14;31/12/50;195.04
67415 209743-XS008NERO;389.26;20/06/14;31/12/50;195.04
67415 209743-XS138INDIGO;389.26;20/06/14;31/12/50;195.04
67415 209743-XS384GRIGIO;389.26;20/06/14;31/12/50;195.04
67415 209743-;389.26;20/06/14;31/12/50;195.04
67415 209743-;389.26;20/06/14;31/12/50;195.04
67415 209743-;389.26;20/06/14;31/12/50;195.04
SU5088 VN9G3901EBIANCO/;414.88;20/06/14;31/12/50;207.44
SU5088 VN9G3941INERO/OR;414.88;20/06/14;31/12/50;207.44
SU5088 VN9G4001EBIANCO/;414.88;20/06/14;31/12/50;207.44
SU5088 VN9G4041INERO/OR;414.88;20/06/14;31/12/50;207.44
SU5088 VN9G40.541INERO/OR;.00;20/06/14;31/12/50;.00
SU5088 VN9G4101EBIANCO/;414.88;20/06/14;31/12/50;207.44
SU5088 VN9G4141INERO/OR;414.88;20/06/14;31/12/50;207.44
SU5088 VN9G4201EBIANCO/;414.88;20/06/14;31/12/50;207.44
SU5088 VN9G4241INERO/OR;414.88;20/06/14;31/12/50;207.44
SU5088 VN9G4301EBIANCO/;414.88;20/06/14;31/12/50;207.44
SU5088 VN9G4341INERO/OR;414.88;20/06/14;31/12/50;207.44
SU5088 VN9G4401EBIANCO/;414.88;20/06/14;31/12/50;207.44
SU5088 VN9G4441INERO/OR;414.88;20/06/14;31/12/50;207.44
SU5088 VN9G4541INERO/OR;414.88;20/06/14;31/12/50;207.44
SU5088 VN9G;414.88;20/06/14;31/12/50;207.44
SU5088 VN9G;414.88;20/06/14;31/12/50;207.44
SU5088 VN9G;414.88;20/06/14;31/12/50;207.44
SU5079 VG3G408AEBNAVY/R;473.55;20/06/14;31/12/50;237.19
SU5079 VG3G418AEBNAVY/R;473.55;20/06/14;31/12/50;237.19
SU5079 VG3G428AEBNAVY/R;473.55;20/06/14;31/12/50;237.19
SU5079 VG3G438AEBNAVY/R;473.55;20/06/14;31/12/50;237.19
SU5079 VG3G448AEBNAVY/R;473.55;20/06/14;31/12/50;237.19
SU5079 VG3G;473.55;20/06/14;31/12/50;237.19
SU5079 VG3G;473.55;20/06/14;31/12/50;237.19
SU5079 VG3G;473.55;20/06/14;31/12/50;237.19
SU5089 VAPG3901OBIANCO/;636.36;30/12/14;31/12/50;445.45
SU5089 VAPG3941ONERO/OR;636.36;30/12/14;31/12/50;445.45
SU5089 VAPG4001OBIANCO/;636.36;30/12/14;31/12/50;445.45
SU5089 VAPG4041ONERO/OR;636.36;30/12/14;31/12/50;445.45
SU5089 VAPG4101OBIANCO/;636.36;30/12/14;31/12/50;445.45
SU5089 VAPG4141ONERO/OR;636.36;30/12/14;31/12/50;445.45
SU5089 VAPG4201OBIANCO/;636.36;30/12/14;31/12/50;445.45
SU5089 VAPG4241ONERO/OR;636.36;30/12/14;31/12/50;445.45
SU5089 VAPG4301OBIANCO/;636.36;30/12/14;31/12/50;445.45
SU5089 VAPG4341ONERO/OR;636.36;30/12/14;31/12/50;445.45
SU5089 VAPG4401OBIANCO/;636.36;30/12/14;31/12/50;445.45
SU5089 VAPG4441ONERO/OR;636.36;30/12/14;31/12/50;445.45
SU5089 VAPG4501OBIANCO/;636.36;30/12/14;31/12/50;445.45
SU5089 VAPG4541ONERO/OR;636.36;30/12/14;31/12/50;445.45
SU5089 VAPG4641ONERO/OR;636.36;30/12/14;31/12/50;445.45
SU5089 VAPG;636.36;30/12/14;31/12/50;445.45
SU5089 VAPG;636.36;30/12/14;31/12/50;445.45
SU5089 VAPG;636.36;30/12/14;31/12/50;445.45
SU4795 V4TG3901EBIANCO/;499.17;20/06/14;31/12/50;249.59
SU4795 V4TG3941ONERO/OR;499.17;20/06/14;31/12/50;249.59
SU4795 V4TG4041ONERO/OR;499.17;20/06/14;31/12/50;249.59
SU4795 V4TG4101EBIANCO/;499.17;20/06/14;31/12/50;249.59
SU4795 V4TG4141ONERO/OR;499.17;20/06/14;31/12/50;249.59
SU4795 V4TG4201EBIANCO/;499.17;20/06/14;31/12/50;249.59
SU4795 V4TG4241ONERO/OR;499.17;20/06/14;31/12/50;249.59
SU4795 V4TG4301EBIANCO/;499.17;20/06/14;31/12/50;249.59
SU4795 V4TG4341ONERO/OR;499.17;20/06/14;31/12/50;249.59
SU4795 V4TG4401EBIANCO/;499.17;20/06/14;31/12/50;249.59
SU4795 V4TG;499.17;20/06/14;31/12/50;249.59
SU4795 V4TG;499.17;20/06/14;31/12/50;249.59
SU4795 V4TG;499.17;20/06/14;31/12/50;249.59
68410 213371407460BIANCO;550.41;20/06/14;31/12/50;275.21
68410 213371427460BIANCO;550.41;20/06/14;31/12/50;275.21
68410 213371447460BIANCO;550.41;20/06/14;31/12/50;275.21
68410 213371;550.41;20/06/14;31/12/50;275.21
68410 213371;550.41;20/06/14;31/12/50;275.21
68410 213371;550.41;20/06/14;31/12/50;275.21
68512 213359257460BIANCO;500.83;20/06/14;31/12/50;250.41
68512 213359267460BIANCO;500.83;20/06/14;31/12/50;250.41
68512 213359277460BIANCO;500.83;20/06/14;31/12/50;250.41
68512 213359287460BIANCO;500.83;20/06/14;31/12/50;250.41
68512 213359297460BIANCO;500.83;20/06/14;31/12/50;250.41
68512 213359307460BIANCO;500.83;20/06/14;31/12/50;250.41
68512 213359;500.83;20/06/14;31/12/50;250.41
68512 213359;500.83;20/06/14;31/12/50;250.41
68512 213359;500.83;20/06/14;31/12/50;250.41
68639 208504401244PINK;2625.62;20/06/14;31/12/50;1313.22
68639 208504421244PINK;2625.62;20/06/14;31/12/50;1313.22
68639 208504441244PINK;2625.62;20/06/14;31/12/50;1313.22
68639 208504;2625.62;20/06/14;31/12/50;1313.22
68639 208504;2625.62;20/06/14;31/12/50;1313.22
68639 208504;2625.62;20/06/14;31/12/50;1313.22
68598 213124381244PINK;922.31;20/06/14;31/12/50;461.16
68598 213124401244PINK;922.31;20/06/14;31/12/50;461.16
68598 213124421244PINK;922.31;20/06/14;31/12/50;461.16
68598 213124441244PINK;922.31;20/06/14;31/12/50;461.16
68598 213124461244PINK;922.31;20/06/14;31/12/50;461.16
68598 213124;922.31;20/06/14;31/12/50;461.16
68598 213124;922.31;20/06/14;31/12/50;461.16
68598 213124;922.31;20/06/14;31/12/50;461.16
68832 210037401001BIANCO;4150.41;20/06/14;31/12/50;2075.21
68832 210037421001BIANCO;4150.41;20/06/14;31/12/50;2075.21
68832 210037441001BIANCO;4150.41;20/06/14;31/12/50;2075.21
68832 210037;4150.41;20/06/14;31/12/50;2075.21
68832 210037;4150.41;20/06/14;31/12/50;2075.21
68832 210037;4150.41;20/06/14;31/12/50;2075.21
68673 213536M7900NERO;465.29;20/06/14;31/12/50;233.06
68673 213536S7900NERO;465.29;20/06/14;31/12/50;233.06
68673 213536XS7900NERO;465.29;20/06/14;31/12/50;233.06
68673 213536;465.29;20/06/14;31/12/50;233.06
68673 213536;465.29;20/06/14;31/12/50;233.06
68673 213536;465.29;20/06/14;31/12/50;233.06
68862 213413387460BIANCO;1093.39;20/06/14;31/12/50;547.11
68862 213413407460BIANCO;1093.39;20/06/14;31/12/50;547.11
68862 213413427460BIANCO;1093.39;20/06/14;31/12/50;547.11
68862 213413447460BIANCO;1093.39;20/06/14;31/12/50;547.11
68862 213413467460BIANCO;1093.39;20/06/14;31/12/50;547.11
68862 213413;1093.39;20/06/14;31/12/50;547.11
68862 213413;1093.39;20/06/14;31/12/50;547.11
68862 213413;1093.39;20/06/14;31/12/50;547.11
68271 213254381202SCARLE;1093.39;20/06/14;31/12/50;547.11
68271 213254401202SCARLE;1093.39;20/06/14;31/12/50;547.11
68271 213254421202SCARLE;1093.39;20/06/14;31/12/50;547.11
68271 213254441202SCARLE;1093.39;20/06/14;31/12/50;547.11
68271 213254;1093.39;20/06/14;31/12/50;547.11
68271 213254;1093.39;20/06/14;31/12/50;547.11
68271 213254;1093.39;20/06/14;31/12/50;547.11
68590 213134401202SCARLE;1008.26;20/06/14;31/12/50;504.13
68590 213134421202SCARLE;1008.26;20/06/14;31/12/50;504.13
68590 213134441202SCARLE;1008.26;20/06/14;31/12/50;504.13
68590 213134;1008.26;20/06/14;31/12/50;504.13
68590 213134;1008.26;20/06/14;31/12/50;504.13
68590 213134;1008.26;20/06/14;31/12/50;504.13
68862 213124381200ARANCI;804.13;20/06/14;31/12/50;402.48
68862 213124401200ARANCI;804.13;20/06/14;31/12/50;402.48
68862 213124421200ARANCI;804.13;20/06/14;31/12/50;402.48
68862 213124441200ARANCI;804.13;20/06/14;31/12/50;402.48
68862 213124461200ARANCI;804.13;20/06/14;31/12/50;402.48
68862 213124;804.13;20/06/14;31/12/50;402.48
68862 213124;804.13;20/06/14;31/12/50;402.48
68862 213124;804.13;20/06/14;31/12/50;402.48
68623 213370407460BIANCO;1904.96;20/06/14;31/12/50;952.89
68623 213370427460BIANCO;1904.96;20/06/14;31/12/50;952.89
68623 213370;1904.96;20/06/14;31/12/50;952.89
68623 213370;1904.96;20/06/14;31/12/50;952.89
68623 213370;1904.96;20/06/14;31/12/50;952.89
62646 213376M7460BIANCO;329.75;20/06/14;31/12/50;165.29
62646 213376S7460BIANCO;329.75;20/06/14;31/12/50;165.29
62646 213376XS7460BIANCO;329.75;20/06/14;31/12/50;165.29
62646 213376;329.75;20/06/14;31/12/50;165.29
62646 213376;329.75;20/06/14;31/12/50;165.29
62646 213376;329.75;20/06/14;31/12/50;165.29
68633 213379258001BIANCO;359.50;20/06/14;31/12/50;180.17
68633 213379258244PINK;359.50;20/06/14;31/12/50;180.17
68633 213379268001BIANCO;359.50;20/06/14;31/12/50;180.17
68633 213379268244PINK;359.50;20/06/14;31/12/50;180.17
68633 213379278001BIANCO;359.50;20/06/14;31/12/50;180.17
68633 213379278244PINK;359.50;20/06/14;31/12/50;180.17
68633 213379288001BIANCO;359.50;20/06/14;31/12/50;180.17
68633 213379288244PINK;359.50;20/06/14;31/12/50;180.17
68633 213379298001BIANCO;359.50;20/06/14;31/12/50;180.17
68633 213379298244PINK;359.50;20/06/14;31/12/50;180.17
68633 213379308001BIANCO;359.50;20/06/14;31/12/50;180.17
68633 213379308244PINK;359.50;20/06/14;31/12/50;180.17
68633 213379;359.50;20/06/14;31/12/50;180.17
68633 213379;359.50;20/06/14;31/12/50;180.17
68633 213379;359.50;20/06/14;31/12/50;180.17
68582 203618401008NERO;2879.34;20/06/14;31/12/50;1439.67
68582 203618401244PINK;2879.34;20/06/14;31/12/50;1439.67
68582 203618401460CAPRI;2879.34;20/06/14;31/12/50;1439.67
68582 203618421008NERO;2879.34;20/06/14;31/12/50;1439.67
68582 203618421244PINK;2879.34;20/06/14;31/12/50;1439.67
68582 203618441008NERO;2879.34;20/06/14;31/12/50;1439.67
68582 203618441460CAPRI;2879.34;20/06/14;31/12/50;1439.67
68582 203618;2879.34;20/06/14;31/12/50;1439.67
68582 203618;2879.34;20/06/14;31/12/50;1439.67
68582 203618;2879.34;20/06/14;31/12/50;1439.67
BFE434 NARDUNICA5PJOLIME/O;1706.61;20/06/14;31/12/50;1023.97
BFE434 NARDUNICAK6MJOSCARL;1706.61;20/06/14;31/12/50;1023.97
BFE434 NARD;1706.61;20/06/14;31/12/50;1023.97
BFE434 NARD;1706.61;20/06/14;31/12/50;1023.97
BFE434 NARD;1706.61;20/06/14;31/12/50;1023.97
BFE499 VE1ZUNICA41JNNERO;977.69;20/06/14;31/12/50;586.78
BFE499 VE1ZUNICAK6SJPPINK;977.69;20/06/14;31/12/50;586.78
BFE499 VE1Z;977.69;20/06/14;31/12/50;586.78
BFE499 VE1Z;977.69;20/06/14;31/12/50;586.78
BFE499 VE1Z;977.69;20/06/14;31/12/50;586.78
CDE461 VTN47541JNNERO;348.76;14/06/14;31/12/50;174.38
CDE461 VTN48041JNNERO;348.76;14/06/14;31/12/50;174.38
CDE461 VTN48541JNNERO;348.76;14/06/14;31/12/50;174.38
CDE461 VTN49041JNNERO;348.76;14/06/14;31/12/50;174.38
CDE461 VTN4;348.76;14/06/14;31/12/50;174.38
CDE461 VTN4;348.76;14/06/14;31/12/50;174.38
CDE461 VTN4;348.76;14/06/14;31/12/50;174.38
CDE468 VS475NCDONERO;634.71;14/06/14;31/12/50;317.36
CDE468 VS480NCDONERO;634.71;14/06/14;31/12/50;317.36
CDE468 VS485NCDONERO;634.71;14/06/14;31/12/50;317.36
CDE468 VS490NCDONERO;634.71;14/06/14;31/12/50;317.36
CDE468 VS4;634.71;14/06/14;31/12/50;317.36
CDE468 VS4;634.71;14/06/14;31/12/50;317.36
CDE468 VS4;634.71;14/06/14;31/12/50;317.36
U10016 C000583001BIANCO;21.49;20/06/14;31/12/50;10.74
U10016 C000583008NERO;21.49;20/06/14;31/12/50;10.74
U10016 C000583804GRIGIO;21.49;20/06/14;31/12/50;10.74
U10016 C000584001BIANCO;21.49;20/06/14;31/12/50;10.74
U10016 C000584008NERO;21.49;20/06/14;31/12/50;10.74
U10016 C000584804GRIGIO;21.49;20/06/14;31/12/50;10.74
U10016 C000585001BIANCO;21.49;20/06/14;31/12/50;10.74
U10016 C000585008NERO;21.49;20/06/14;31/12/50;10.74
U10016 C000585804GRIGIO;21.49;20/06/14;31/12/50;10.74
U10016 C000586001BIANCO;21.49;20/06/14;31/12/50;10.74
U10016 C000586008NERO;21.49;20/06/14;31/12/50;10.74
U10016 C000586804GRIGIO;21.49;20/06/14;31/12/50;10.74
U10016 C000587001BIANCO;21.49;20/06/14;31/12/50;10.74
U10016 C000587008NERO;21.49;20/06/14;31/12/50;10.74
U10016 C000587804GRIGIO;21.49;20/06/14;31/12/50;10.74
U10016 C00058;21.49;20/06/14;31/12/50;10.74
U10016 C00058;21.49;20/06/14;31/12/50;10.74
U10016 C00058;21.49;20/06/14;31/12/50;10.74
U10027 C00059380DBIANCO;29.75;20/06/14;31/12/50;14.88
U10027 C00059380GNERO;29.75;20/06/14;31/12/50;14.88
U10027 C00059480DBIANCO;29.75;20/06/14;31/12/50;14.88
U10027 C00059480GNERO;29.75;20/06/14;31/12/50;14.88
U10027 C00059580DBIANCO;29.75;20/06/14;31/12/50;14.88
U10027 C00059580GNERO;29.75;20/06/14;31/12/50;14.88
U10027 C00059680DBIANCO;29.75;20/06/14;31/12/50;14.88
U10027 C00059680GNERO;29.75;20/06/14;31/12/50;14.88
U10027 C00059780DBIANCO;29.75;20/06/14;31/12/50;14.88
U10027 C00059780GNERO;29.75;20/06/14;31/12/50;14.88
U10027 C00059;29.75;20/06/14;31/12/50;14.88
U10027 C00059;29.75;20/06/14;31/12/50;14.88
U10027 C00059;29.75;20/06/14;31/12/50;14.88
U190004 V000663703VERDE;152.07;20/06/14;31/12/50;76.03
U190004 V000664703VERDE;152.07;20/06/14;31/12/50;76.03
U190004 V000665703VERDE;152.07;20/06/14;31/12/50;76.03
U190004 V000666703VERDE;152.07;20/06/14;31/12/50;76.03
U190004 V000667703VERDE;152.07;20/06/14;31/12/50;76.03
U190004 V00066;152.07;20/06/14;31/12/50;76.03
U190004 V00066;152.07;20/06/14;31/12/50;76.03
U190004 V00066;152.07;20/06/14;31/12/50;76.03
U190003 V000653703VERDE;76.03;20/06/14;31/12/50;38.02
U190003 V000654703VERDE;76.03;20/06/14;31/12/50;38.02
U190003 V000655703VERDE;76.03;20/06/14;31/12/50;38.02
U190003 V000656703VERDE;76.03;20/06/14;31/12/50;38.02
U190003 V000657703VERDE;76.03;20/06/14;31/12/50;38.02
U190003 V00065;76.03;20/06/14;31/12/50;38.02
U190003 V00065;76.03;20/06/14;31/12/50;38.02
U190003 V00065;76.03;20/06/14;31/12/50;38.02
B33006 L0002732003NERO;232.23;20/06/14;31/12/50;116.53
B33006 L0002742003NERO;232.23;20/06/14;31/12/50;116.53
B33006 L0002752003NERO;232.23;20/06/14;31/12/50;116.53
