sku;departamento;seccion;familia
20N 9071 W33;4;1;14
478 67681 W333;4;1;14
478 67686 W37;4;1;14
BF03133911960;1;5;2
BF03133915960;1;5;2
BK06072905960;2;4;6
BK07620380001;2;5;8
BK07620380610;2;5;8
CAR102BLKGOLD;1;4;1
F565SF218F23MU;2;4;3
MFW15-001ROSE;1;5;8
MFW15-002BLUE;1;5;8
MFW15-003GREEN;1;5;8
