attribute_id|entity_type_id|attribute_code|attribute_model|backend_model|backend_type|backend_table|frontend_model|frontend_input|frontend_label|frontend_class|source_model|is_required|is_user_defined|default_value|is_unique|note|frontend_input_renderer|is_global|is_visible|is_searchable|is_filterable|is_comparable|is_visible_on_front|is_html_allowed_on_front|is_used_for_price_rules|is_filterable_in_search|used_in_product_listing|used_for_sort_by|is_configurable|apply_to|is_visible_in_advanced_search|position|is_wysiwyg_enabled|is_used_for_promo_rules|_options
81|4|manufacturer|||int|||select|Manufacturer|||0|1||0|||1|1|1|1|0|1|0|0|1|1|0|1|simple,configurable|0|2|0|1|A-MORIR;ADD;ADEEN;ADIDAS BY JEREMY SCOTT;ADIDAS BY MARY KATRANTZOU;ADIDAS BY PHARREL WILLIAM;ADIDAS BY RAF SIMONS;ADIDAS BY RICK OWENS;ADIDAS BY RITA ORA;ADIDAS ORIGINALS;ALAIA;ALEJANDRO INGELMO;ALEXANDER MCQUEEN;ALEXANDER TEREKHOV;AMI ALEXANDRE MATTIUSSI;ANCIENT GREEK;ANGEL JACKSON;ANYA HINDMARCH;ASOLA;ATELIER FLOU;AU JOUR LE JOUR;AUDIO TECHNICA;AZAGURY LONDON;AZZURRA;BABY G;BALENCIAGA;BALENSI;BALMAIN;BARRIO SANTO;BEAVALDES;BERNSTOCK SPEIRS;BETON CIRE;BPD;BIJOUX DE FAMILLE;BOADICEA;BRISTON;BROWNS FOCUS;BUNNY JACKET;CAMILLA SKOVGAARD;CANADA GOOSE;CAROLE BERREBI;CARVEN;CASE SCENARIO;CASIO G-SHOCK;CASSIUS;CASTANER;CDG PARFUM;CESARE PACIOTTI;CHARLOTTE OLYMPIA;CHEAP MONDAY!;CHRONICLE BOOKS;CISCO ROMERO;CLIVE CHRISTIAN;CLOSED;CLOUD X;COCO AND BREEZY;COLIAC;CP COMPANY;CROON;CUTLER AND GROSS;CUTULI CULT;DANIELE CARLOTTA;DEAD MEAT;DEEPA GURNANI;DELVAUX;DENT DE MAN;DIANE PERNET;DITA EYEWEAR;DR. FASHION;DRIES VAN NOTEN;DROME;DRYCLEANONLY;DSQUARED2;DSQUARED2 KIDS;DUVETICA;EIGHT&BOB;TARIFA RECORDS;ELITE;EMANUELE BICOCCHI;EMILIO PUCCI;ENTOURAGE OF 7;ERICKSON BEAMON;'ETAT LIBRE D''ORANGE';ETAT LIBRE D'ORANGE;ETNIA BARCELONA;FAUSTO PUGLISI;FIFTEEN&HALF;GENTLE MONSTER;GIACOMORELLI;GIAMBATTISTA VALLI;GIORGIO ARMANI;GIULIA ROSITANI;GIUSEPPE ZANOTTI DESIGN;GIVENCHY;GREY ANT;GRIMOLDI;GUAGLIANONE;G-SHOCK;HAUTE HIPPIE;HERVE LEGER;HUMIECKI&GRAEF;ITALIA INDEPENDENT;ITALIAN CRAZY;IRADJ;IVANO TRIOLO;IVY KIRZHNER;J BRAND;JACK SPADE;JAESYN BURKE;JEAN PAUL GAULTIER;JEFFREY CAMPBELL;JENNIFER PATRIDGE;JEROME C. ROUSSEAU;JIMMY CHOO;JOE ANTHONY SALAS;JONATHAN BURDINE;JOSHUA SANDERS;JUAN VIDAL;JUDARI;JUICY COUTURE;JUNYA WATANABE;JUST CAVALLI;KAREN WALKER;KENNETH JAY LANE;KENZO;KOKON TO ZAI;KOOLABURRA;KYME;LA DORINE;LANCIER BY DITA;LANVIN;LAURENT MAZZONE;LE COQ SPORTIF;LES HOMMES;LES PETITS JOUEURS;LINDA FARROW;LIN PROJECT;LOEWE;LOVELY PLANET;LUBIN;LYTOT;MAISON KITSUNE;MAISON MARGIELA;MAISON TAKUYA;MARCOBOLOGNA;MARIA LUCIA HOHAN;MARKUS LUPFER;MARY KATRANTZOU;MARZIALI;MRZ;MASTERMIND;MAURON;MAWI;MCQ;METRADAMO;MIKAEL D;MISS HIGH & LOW;MONCLER;MONCLER BABY;MONCLER JR;MONCLER GAMME BLEU;MONCLER GAMME ROUGE;MONCLER GRENOBLE;MONCLER MOUNTAIN PROJECT;MONSTER;MOSCHINO;MOSCHINO 30 ANIVERSARIO;MOTHER DENIM;MSGM;MULBERRY;MYKITA;NEW BALANCE;NIKE;NIL & MON;NANDO MUZI;NIXON;NOTTE BY MARCHESA;ONE ELEVEN;ORLEBAR BROWN;OUR EXQUISITE CORPSE;PACIOTTI FOR US;PALOMA BARCELO;PETER PILOTTO;PAVONI;PETS ROCK;PCUBE;PERSOL;PHILIPPE MODEL;PIERRE HARDY;PIERS ATKINSON;POLLINI;PROVA;RABITO;RARE;REEBOK;REEBOK BY MELODY EHSANI;REEBOK BY MELODY ELASHNI;REEBOK BY SANDRO;RE PROFUMO;RICK OWENS;RIDERS ON THE STORM;ROBERTO CAVALLI;ROBERTO CAVALLI GYM;ROYAL COPENHAGEN;RUBEN GALARRETA;SACAI;SACHIN+BABI;SAISON;SALVADOR DALI;SANTI;SAVAS ;SEE BY CHLOÉ;SENNHEISER;SHERIFF&CHERRY;SHOUROUK;SIMONE ROCHA;SIMON HARRISON;SIX PACK;SONIA RYKIEL;SOPHIE HULME;SOPHIA WEBSTER;SOOUD;SUN68;SUNPOCKET ORIGINAL;SUPER;STEFANO DE LELLIS;TAI;TARIK EDIZ;TASCHEN;TEE LIBRARY;TEMPERLEY LONDON;THALÉ BLANC;THAMES AND HUDSON ;THIERRY LASRY;THOM BROWNE;TH GALLERY;TOGA PULLA;TOM REBL;TOMS;TOMS +;TORY BURCH;TOYA DE CARLOS;UNCONDITIONAL;VABENE;VANITIES;VENESSA ARIZAGA;VENTIDUE;VERSACE;VERSUS;VICTORIA BECKHAM;VICTORIA BECKHAM DENIM;VICTORIA VICTORIA BECKHAM;VINTAGE FRAMES BY COREY S;VLADIMIRO GIOIA;VLIEGER & VANDAM;VOLTA;VUARNET;X-MINI;WE ARE HANDSOME;WILD DAGGER;WONDER ANATOMIE;Y-3;YFB;YIGAL AZROUËL;YLIANA YEPEZ ;YVES SALOMON;ZUHAIR MURAD;PENGUIN BOOKS;REBELIGION;PARROT;PASOTTI;VAR/CITY;WOODYS;ADIDAS BY KANYE WEST;ADIDAS ULTRA BOOST;AGO ITALIA;AINEA;NIALAYA;ALEXANDER WANG;EDIE PARKER;TATEOSSIAN;MONCLER X AMI;MALONE SOULIERS;NINA RICCI;TETE BY ODETTE;77TH;SIMONETTA RAVIZZA;ANNA KARIN KARLSSON;ANNA-KARIN KARLSSON;GIULIETTA CAPULETI;Invisible;REEBOK BY MAISON KITSUNE;ARMY BY YVES SALOMON;ASSOULINE;BUSCEMI;LES PERFUMES DE ROSINE;MARK BIRLEY;SUPER ANDY WARHOL;ADIDAS BY ITALIA INDEPEND;ANTONI MANUEL;LE SPECS;PREEN BY THORNTON BREGAZZ;28DOT5;CHRISTIAN PELLIZZARI;MARZOOK
